id,asymptomatic,presymptomatic,primary_school,retail,secondary_school,symptomatic,work,weights
7405,0.3067374098960411,0.3659278734065251,1.239718474386409,0.42274035890395756,0.870309827651224,0.5829035798018315,0.06170834507825932,1.6947240465437207e-05
7406,0.277422484010972,0.3588941550054519,1.0003286913231897,0.29738961625748084,0.7793423149060814,0.735532986292564,0.1417541640629966,0.014574678796781372
7407,0.24235344245443627,0.5427745136114912,0.75276308815836,1.092579391714869,0.5379239466194788,0.5275007427421555,0.19495987224418176,0.0007557110374074028
7408,0.22335652670994907,0.6626394754600123,0.8495250035875386,0.7420876210020931,0.6371311598474543,0.7949801756984507,0.18044624453870417,0.001369222723740953
7409,0.2973382101511245,0.34314905008390045,1.468035675380217,0.43672448723941715,0.8620763723697403,0.7554164081726973,0.08252270289744455,0.004534014624310929
7410,0.3022644407612544,0.4146796537817713,1.1703737778047252,0.5524043318731695,0.8114651504031598,0.849703053655926,0.075071862353704,0.0006833502003995652
7411,0.25029523866595643,0.594321854784168,0.9469402328576343,0.5167447349034215,0.6196334869325489,0.9370304562121478,0.15571814363852776,0.0008748620801182656
7412,0.23247287269192557,0.7114417015862495,1.144202724739697,0.8535569618082194,0.6284408110121988,0.8113106483396101,0.15839320330194043,3.796461980717081e-05
7413,0.2793362341685684,0.5139701398789236,1.0894012490269325,0.23376069745009692,0.896430541587919,0.6805779767208817,0.10051044905843431,0.013746017637462542
7414,0.24074132793451658,0.659539203135322,0.4760540965683749,1.1705359232893102,0.44252516862980573,0.6969599922134088,0.18206254170151884,4.1975566494679654e-05
7415,0.29511157080463185,0.22177829380281308,1.4301732727936267,0.21035800336102836,0.8232076956675201,0.631891186546804,0.1426659890186305,0.010559383594428663
7416,0.24949044628978584,0.6443010704754668,1.0361791885487959,0.4111123817360894,0.6231302384653974,1.0300848868109636,0.1507927290174359,0.0014686844743510535
7417,0.3374689361943982,0.17888220426832768,1.2246148020192604,0.5362817487190119,0.8219931179506017,0.5547225973669883,0.0668766738161727,2.6198585765958968e-05
7418,0.2726552324850231,0.4173706276979446,1.1394852707553613,0.525664238795482,0.7246105417744251,0.7828407227163215,0.1409927829533985,0.0023033196483924715
7419,0.26138568482524943,0.516943549791904,1.180824885421794,1.0039713601043,0.5497136169918089,0.7171162398772711,0.15403506530208294,0.00021326761181210977
7420,0.31712902232458057,0.25764936060338933,1.6357564104235884,0.22374261587469904,0.8786384773723058,0.6193320390821441,0.06059954700732266,0.0001686581879358532
7421,0.24805272824098204,0.629071775362685,0.7857776953606612,0.9114744932321707,0.6253587552961145,0.49830366463458037,0.17071833323605817,0.0011818441937244445
7422,0.27885999011429113,0.4033152712902713,0.897110986968651,0.6508815096766589,0.4519628615268578,0.7202046384379835,0.17479238883590528,0.0008581774086963384
7423,0.2483407890268175,0.522225310995062,1.1882803952996424,0.21778501894800686,0.9278377270812114,0.7467659306486161,0.138415110662542,0.007559937113239983
7424,0.26473687460594997,0.45545065614060404,1.2326138207207156,0.5555361427434726,0.7936695574675978,0.5225069501095686,0.15073853828107187,0.0019206115091187058
7425,0.30419429381513624,0.2629376980503553,1.3181647608378426,0.10545177834986222,0.9006878148639413,0.6717727444333066,0.0918175786296485,0.011677583025775238
7426,0.2761628138820495,0.35233466795669544,1.5294196268934512,0.2136961164003562,0.7418975778530494,0.7245260598151853,0.14560136627180528,0.0032749663631408883
7427,0.24751231105154087,0.6244041319696392,0.5515156811140252,1.0662796159794177,0.3265375080743609,0.6351050090913717,0.18371143943107623,0.00045140784126147424
7428,0.2625632249180238,0.5370094339177744,0.54377155878179,1.1497321255068516,0.5529520286387811,0.7275315746373741,0.1521048892597128,0.0034462248009331886
7429,0.2707366699852141,0.5376984095928637,0.9073035374316761,0.36746194069359384,0.7514842479033854,0.8434891123582196,0.12341221062436217,0.002084579819572138
7430,0.2930345536833983,0.4452411761221663,1.7295807906216363,0.6121349168954341,0.8023366376446321,0.6555763742899093,0.06132667622263452,1.5836440783800605e-05
7431,0.2513369258469919,0.5228381717624231,0.9447012785694413,0.281812796864756,0.7125616010878273,0.8257467245144995,0.17173209520862637,0.0006987809479581254
7432,0.252850867561283,0.6067362637338478,0.7371673923210633,1.095547783313284,0.4893942872733121,0.6409852699654877,0.16527375110199088,0.0004607539469758955
7433,0.2776878539378463,0.38192013374938694,1.4106439917635012,0.43558926345022864,0.6534172110977176,0.7133053904835907,0.14105982174396908,0.0016451736007239174
7434,0.264510309567883,0.4886283608786172,0.5437260972132937,0.5884106652090364,0.6931443956077223,0.7127976070717753,0.16901104473359513,6.91154325511283e-05
7435,0.27695479762180464,0.5278506013235472,0.44304042627836726,0.47212809169495934,0.6785724451798498,0.7059298274836414,0.1407898622433847,0.010992542678676633
7436,0.25673997647280866,0.5178638514020925,0.5285822024783615,0.8735990585715494,0.6923566508751751,0.5942377606186611,0.17023531954106452,0.0007914966963709656
7437,0.241736527637971,0.68397718787459,0.5973080678227367,1.3893560598487251,0.23811117942000576,0.5967507582402667,0.17875922225818228,0.0026534119780781164
7438,0.2655432366268611,0.4845605705865728,0.8237136790464783,0.34399902650733977,0.7200709816031989,0.5845812406954896,0.1573505510865419,0.0341208801323914
7439,0.2747294906313058,0.6411316944622716,1.0765101002345001,0.6357376394191856,0.7715805449703164,0.9786300904695541,0.08096983904582294,0.0010021636563781675
7440,0.24329258439562668,0.7111516485826163,0.588661296409868,0.7412725665224921,0.5929370187886538,0.7805085035467125,0.15640230039428513,0.002218010466825913
7441,0.2993334134190309,0.34811498981451666,1.3378767624087147,0.2065666060968778,0.8150400883458085,0.558962019722741,0.09989456874898897,0.041892623346169236
7442,0.2517644102528889,0.5210031300247177,1.0292858982449238,0.23469252677110125,0.8643742275214319,0.9005364398249842,0.1472244740582858,0.001758521527103944
7443,0.2610645219834926,0.6217497806838662,0.7279920673504923,0.7699748039576775,0.6115868827785604,0.8838503478424438,0.13408232338254075,0.00044567790885836374
7444,0.2530524159016088,0.5829845188576328,0.8830163668774484,0.7557398372324027,0.7615519904634082,0.6991852791727875,0.1496876939698335,0.0012455157189461092
7445,0.2611883647537615,0.5453751446928027,0.8767679449109183,0.8536476045352938,0.4408230075804394,0.8052993937866771,0.15302370853891567,0.005461043461403411
7446,0.2627945608245457,0.6691255238407278,1.045934930556684,0.7929406381353685,0.8014356459891481,0.8511418146721679,0.08699228121088243,0.0001784097420071432
7447,0.2919473073151678,0.3964832443312306,1.1843909762508293,0.401739635900546,0.8338929873090496,0.6220292242544899,0.10135099019782207,0.012641375289208865
7448,0.2574088280647112,0.4719305440234539,1.4338088720824278,0.29399280357182683,0.8087476646711924,0.5513558479066337,0.14651841653419878,0.06274321384604188
7449,0.23387498345797905,0.6982453801504388,0.5852171994691067,0.7592933487948043,0.49494937003228545,0.8540976387071934,0.18012745773742378,0.0007268049382546953
7450,0.25597805039158295,0.5333542662014445,0.915688704888074,0.6268346578070447,0.6451632554358441,0.8332803189746484,0.14849399244846948,0.0026721068698022784
7451,0.32136330768601223,0.39748541320171304,1.0471211792056676,0.5266949563734634,0.7816039855765547,0.6179141051930939,0.04609026233828828,2.2862689145919514e-07
7452,0.2757186776567402,0.48596447956894884,0.8127694258386451,0.913812741362427,0.5192337000822512,0.8238082140305905,0.14243480898342886,0.00012784069130000492
7453,0.24742260270638605,0.5515026861671363,0.5883618729689963,1.1322184303840241,0.5227998783858829,0.6675848454718345,0.18390828143280077,2.0875611975992156e-05
7454,0.26025241291309814,0.5114258165941284,0.6455376352573605,0.8839259635786634,0.5044880113145216,0.6807596901984883,0.1685902959739799,0.002455778238461437
7455,0.26120642377723474,0.5210684649602182,1.0696259269804436,0.543413786726702,0.6022596518823612,0.7308505242473429,0.15811240842393734,0.006225683417954132
7456,0.27881681190874685,0.3768352509510672,1.1003813199612877,0.5534955418962314,0.8081897302742398,0.5803459411555876,0.14618335950902075,0.0013154721202202188
7457,0.30879804776791747,0.29203846248407245,1.425365766265927,0.29324463969398296,0.9129784964478935,0.6353916678870379,0.07407648545948962,0.002884615196036609
7458,0.28414570276074913,0.43800124931368467,1.2028006389517236,0.8296380970309961,0.6368274309328821,0.821565797630171,0.11207761141054434,0.0017135072213861752
7459,0.2447245483496108,0.6732934360312635,1.4388419501569927,0.4904105536843696,0.7124434285215593,0.7110803884822031,0.12265005288005004,0.0018680978247237992
