HomeMSOA,DestinationMSOA,Total_Flow 
2003137,2004143,0
2003137,2004144,0
2003137,2004145,0
2003137,2004146,0
2003137,2004147,0
2003137,2004148,0
2003137,2004149,0
2003137,2004150,0
2003137,2004151,0
2003137,2004152,0
2003137,2004153,0
2003137,2004154,0
2003137,2004155,0
2003137,2004156,47
2003137,2004157,0
2003137,2004158,0
2003137,2004159,51
2003137,2004160,0
2003137,2004161,0
2003137,2004162,0
2003137,2004163,0
2003137,2004164,0
2003137,2004165,0
2003137,2004166,0
2003137,2004167,0
2003137,2004168,0
2003137,2004169,0
2003137,2004170,0
2003137,2004171,0
2003137,2004172,0
2003137,2004173,0
2003137,2004174,0
2003137,2004175,0
2003137,2004176,0
2003137,2004177,0
2003137,2004178,0
2003137,2004179,0
2003137,2004180,0
2003137,2004181,0
2003137,2004182,0
2003137,2004183,0
2003137,2004184,0
2003137,2004185,0
2003137,2004186,0
2003137,2004187,0
2003137,2004188,0
2003137,2004189,405
2003137,2004190,3
2003137,2004191,0
2003137,2004192,0
2003137,2004193,0
2003137,2004194,0
2003137,2004195,0
2003137,2004196,0
2003137,2004197,0
2003137,2004198,0
2003137,2004199,0
2003137,2004200,0
2003137,2004201,0
2003137,2004202,0
2003137,2004203,0
2003137,2004204,0
2003137,2004205,0
2003137,2004206,0
2003137,2004207,0
2003137,2004208,0
2003137,2004209,0
2003137,2004210,0
2003137,2004211,0
2003137,2004212,0
2003137,2004213,0
2003137,2004214,0
2003137,2004215,0
2003137,2004216,0
2003137,2004217,0
2003137,2004218,0
2003137,2004219,0
2003137,2004220,0
2003137,2004221,0
2003137,2004222,0
2003137,2004223,0
2003137,2004224,0
2003137,2004225,0
2003137,2004226,0
2003137,2004227,0
2003137,2004228,0
2003137,2004229,0
2003137,2004230,0
2003137,2004231,0
2003137,2004232,0
2003137,2004233,17
2003137,2004234,0
2003137,2004235,0
2003137,2006840,0
2003138,2003122,265
2003138,2003123,118
2003138,2003124,0
2003138,2003125,74
2003138,2003126,777
2003138,2003127,81
2003138,2003128,123
2003138,2003129,294
2003138,2003130,65
2003138,2003131,125
2003138,2003132,190
2003138,2003133,65
2003138,2003134,165
2003138,2003135,347
2003138,2003136,125
2003138,2003137,206
2003138,2003138,126
2003138,2003139,0
2003138,2003140,137
2003138,2003141,113
2003138,2003142,143
2003138,2003143,0
2003138,2003144,270
2003138,2003145,367
2003138,2003146,77
2003138,2003147,370
2003138,2003148,1563
2003138,2003149,312
2003138,2003150,618
2003138,2003151,0
2003138,2003152,236
2003138,2003153,18
2003138,2003154,0
2003138,2003155,0
2003138,2003156,0
2003138,2003157,0
2003138,2003158,0
2003138,2003159,0
2003138,2003161,0
2003138,2003163,0
2003138,2003164,0
2003138,2003165,0
2003138,2003166,0
2003138,2003167,0
2003138,2003168,0
2003138,2003169,0
2003138,2003170,0
2003138,2003171,0
2003138,2004129,0
2003138,2004130,0
2003138,2004131,0
2003138,2004132,0
2003138,2004133,0
2003138,2004134,0
2003138,2004135,0
2003138,2004136,0
2003138,2004137,0
2003138,2004138,0
2003138,2004139,0
2003138,2004140,0
2003138,2004141,0
2003138,2004142,0
2003138,2004143,0
2003138,2004144,0
2003138,2004145,0
2003138,2004146,0
2003138,2004147,0
2003138,2004148,0
2003138,2004149,0
2003138,2004150,0
2003138,2004151,0
2003138,2004152,0
2003138,2004153,0
2003138,2004154,0
2003138,2004155,0
2003138,2004156,41
2003138,2004157,0
2003138,2004158,0
2003138,2004159,45
2003138,2004160,0
2003138,2004161,0
2003138,2004162,0
2003138,2004163,0
2003138,2004164,0
2003138,2004165,0
2003138,2004166,0
2003138,2004167,0
2003138,2004168,0
2003138,2004169,0
2003138,2004170,0
2003138,2004171,0
2003138,2004172,0
2003138,2004173,0
2003138,2004174,0
2003138,2004175,0
2003138,2004176,0
2003138,2004177,0
2003138,2004178,0
2003138,2004179,0
2003138,2004180,0
2003138,2004181,0
2003138,2004182,0
2003138,2004183,0
2003138,2004184,0
2003138,2004185,0
2003138,2004186,0
2003138,2004187,0
2003138,2004188,0
2003138,2004189,375
2003138,2004190,0
2003138,2004191,0
2003138,2004192,0
2003138,2004193,0
2003138,2004194,0
2003138,2004195,0
2003138,2004196,0
2003138,2004197,0
2003138,2004198,0
2003138,2004199,0
2003138,2004200,0
2003138,2004201,0
2003138,2004202,0
2003138,2004203,0
2003138,2004204,0
2003138,2004205,0
2003138,2004206,0
2003138,2004207,0
2003138,2004208,0
2003138,2004209,0
2003138,2004210,0
2003138,2004211,0
2003138,2004212,0
2003138,2004213,0
2003138,2004214,0
2003138,2004215,0
2003138,2004216,0
2003138,2004217,0
2003138,2004218,0
2003138,2004219,0
2003138,2004220,0
2003138,2004221,0
2003138,2004222,0
2003138,2004223,0
2003138,2004224,0
2003138,2004225,0
2003138,2004226,0
2003138,2004227,0
2003138,2004228,0
2003138,2004229,0
2003138,2004230,0
2003138,2004231,0
2003138,2004232,0
2003138,2004233,18
2003138,2004234,0
2003138,2004235,0
2003138,2006840,0
2003139,2003122,155
2003139,2003123,64
2003139,2003124,0
2003139,2003125,0
2003139,2003126,529
2003139,2003127,0
2003139,2003128,68
2003139,2003129,146
2003139,2003130,0
2003139,2003131,116
2003139,2003132,71
2003139,2003133,5
2003139,2003134,24
2003139,2003135,147
2003139,2003136,372
2003139,2003137,101
2003139,2003138,5
2003139,2003139,156
2003139,2003140,194
2003139,2003141,0
2003139,2003142,161
2003139,2003143,177
2003139,2003144,168
2003139,2003145,133
2003139,2003146,6
2003139,2003147,176
2003139,2003148,835
2003139,2003149,232
2003139,2003150,319
2003139,2003151,0
2003139,2003152,196
2003139,2003153,0
2003139,2003154,0
2003139,2003155,0
2003139,2003156,58
2003139,2003157,0
2003139,2003158,0
2003139,2003159,0
2003139,2003161,63
2003139,2003163,0
2003139,2003164,0
2003139,2003165,0
2003139,2003166,57
2003139,2003167,0
2003139,2003168,0
2003139,2003169,0
2003139,2003170,0
2003139,2003171,0
2003139,2004129,0
2003139,2004130,0
2003139,2004131,0
2003139,2004132,0
2003139,2004133,0
2003139,2004134,0
2003139,2004135,0
2003139,2004136,0
2003139,2004137,0
2003139,2004138,0
2003139,2004139,0
2003139,2004140,0
2003139,2004141,0
2003139,2004142,0
2003139,2004143,0
2003139,2004144,0
2003139,2004145,0
2003139,2004146,0
2003139,2004147,0
2003139,2004148,0
2003139,2004149,0
2003139,2004150,0
2003139,2004151,0
2003139,2004152,0
2003139,2004153,0
2003139,2004154,0
2003139,2004155,0
2003139,2004156,61
2003139,2004157,0
2003139,2004158,0
2003139,2004159,87
2003139,2004160,0
2003139,2004161,0
2003139,2004162,0
2003139,2004163,0
2003139,2004164,0
2003139,2004165,0
2003139,2004166,0
2003139,2004167,0
2003139,2004168,0
2003139,2004169,0
2003139,2004170,0
2003139,2004171,0
2003139,2004172,0
2003139,2004173,0
2003139,2004174,0
2003139,2004175,0
2003139,2004176,0
2003139,2004177,0
2003139,2004178,0
2003139,2004179,0
2003139,2004180,0
2003139,2004181,0
2003139,2004182,0
2003139,2004183,0
2003139,2004184,0
2003139,2004185,0
2003139,2004186,0
2003139,2004187,0
2003139,2004188,0
2003139,2004189,1518
2003139,2004190,98
2003139,2004191,96
2003139,2004192,0
2003139,2004193,68
2003139,2004194,0
2003139,2004195,0
2003139,2004196,0
2003139,2004197,0
2003139,2004198,0
2003139,2004199,0
2003139,2004200,0
2003139,2004201,0
2003139,2004202,0
2003139,2004203,0
2003139,2004204,0
2003139,2004205,0
2003139,2004206,0
2003139,2004207,0
2003139,2004208,0
2003139,2004209,0
2003139,2004210,0
2003139,2004211,0
2003139,2004212,0
2003139,2004213,0
2003139,2004214,0
2003139,2004215,0
2003139,2004216,0
2003139,2004217,0
2003139,2004218,0
2003139,2004219,0
2003139,2004220,0
2003139,2004221,0
2003139,2004222,0
2003139,2004223,0
2003139,2004224,0
2003139,2004225,0
2003139,2004226,0
2003139,2004227,0
2003139,2004228,0
2003139,2004229,0
2003139,2004230,0
2003139,2004231,0
2003139,2004232,0
2003139,2004233,4
2003139,2004234,0
2003139,2004235,0
2003139,2006840,0
2003140,2003122,217
2003140,2003123,93
2003140,2003124,0
2003140,2003125,20
2003140,2003126,746
2003140,2003127,27
2003140,2003128,98
2003140,2003129,221
2003140,2003130,0
2003140,2003131,207
2003140,2003132,108
2003140,2003133,89
2003140,2003134,87
2003140,2003135,203
2003140,2003136,289
2003140,2003137,153
2003140,2003138,87
2003140,2003139,73
2003140,2003140,287
2003140,2003141,21
2003140,2003142,283
2003140,2003143,80
2003140,2003144,249
2003140,2003145,192
2003140,2003146,90
2003140,2003147,243
2003140,2003148,1255
2003140,2003149,367
2003140,2003150,461
2003140,2003151,0
2003140,2003152,299
2003140,2003153,67
2003140,2003154,0
2003140,2003155,0
2003140,2003156,0
2003140,2003157,0
2003140,2003158,0
2003140,2003159,0
2003140,2003161,0
2003140,2003163,0
2003140,2003164,0
2003140,2003165,0
2003140,2003166,0
2003140,2003167,0
2003140,2003168,0
2003140,2003169,0
2003140,2003170,0
2003140,2003171,0
2003140,2004129,0
2003140,2004130,0
2003140,2004131,0
2003140,2004132,0
2003140,2004133,0
2003140,2004134,0
2003140,2004135,0
2003140,2004136,0
2003140,2004137,0
2003140,2004138,0
2003140,2004139,0
2003140,2004140,0
2003140,2004141,0
2003140,2004142,0
2003140,2004143,0
2003140,2004144,0
2003140,2004145,0
2003140,2004146,0
2003140,2004147,0
2003140,2004148,0
2003140,2004149,0
2003140,2004150,0
2003140,2004151,0
2003140,2004152,0
2003140,2004153,0
2003140,2004154,0
2003140,2004155,0
2003140,2004156,48
2003140,2004157,0
2003140,2004158,0
2003140,2004159,52
2003140,2004160,0
2003140,2004161,0
2003140,2004162,0
2003140,2004163,0
2003140,2004164,0
2003140,2004165,0
2003140,2004166,0
2003140,2004167,0
2003140,2004168,0
2003140,2004169,0
2003140,2004170,0
2003140,2004171,0
2003140,2004172,0
2003140,2004173,0
2003140,2004174,0
2003140,2004175,0
2003140,2004176,0
2003140,2004177,0
2003140,2004178,0
2003140,2004179,0
2003140,2004180,0
2003140,2004181,0
2003140,2004182,0
2003140,2004183,0
2003140,2004184,0
2003140,2004185,0
2003140,2004186,0
2003140,2004187,0
2003140,2004188,0
2003140,2004189,1028
2003140,2004190,8
2003140,2004191,49
2003140,2004192,0
2003140,2004193,0
2003140,2004194,0
2003140,2004195,0
2003140,2004196,0
2003140,2004197,0
2003140,2004198,0
2003140,2004199,0
2003140,2004200,0
2003140,2004201,0
2003140,2004202,0
2003140,2004203,0
2003140,2004204,0
2003140,2004205,0
2003140,2004206,0
2003140,2004207,0
2003140,2004208,0
2003140,2004209,0
2003140,2004210,0
2003140,2004211,0
2003140,2004212,0
2003140,2004213,0
2003140,2004214,0
2003140,2004215,0
2003140,2004216,0
2003140,2004217,0
2003140,2004218,0
2003140,2004219,0
2003140,2004220,0
2003140,2004221,0
2003140,2004222,0
2003140,2004223,0
2003140,2004224,0
2003140,2004225,0
2003140,2004226,0
2003140,2004227,0
2003140,2004228,0
2003140,2004229,0
2003140,2004230,0
2003140,2004231,0
2003140,2004232,0
2003140,2004233,0
2003140,2004234,0
2003140,2004235,0
2003140,2006840,0
2003141,2003122,233
2003141,2003123,101
2003141,2003124,0
2003141,2003125,70
2003141,2003126,691
2003141,2003127,76
2003141,2003128,106
2003141,2003129,246
2003141,2003130,62
2003141,2003131,109
2003141,2003132,151
2003141,2003133,31
2003141,2003134,184
2003141,2003135,385
2003141,2003136,113
2003141,2003137,172
2003141,2003138,143
2003141,2003139,0
2003141,2003140,122
2003141,2003141,162
2003141,2003142,151
2003141,2003143,0
2003141,2003144,292
2003141,2003145,404
2003141,2003146,84
2003141,2003147,598
2003141,2003148,1702
2003141,2003149,338
2003141,2003150,672
2003141,2003151,0
2003141,2003152,254
2003141,2003153,57
2003141,2003154,0
2003141,2003155,0
2003141,2003156,0
2003141,2003157,0
2003141,2003158,0
2003141,2003159,0
2003141,2003161,0
2003141,2003163,0
2003141,2003164,0
2003141,2003165,0
2003141,2003166,0
2003141,2003167,0
2003141,2003168,0
2003141,2003169,0
2003141,2003170,0
2003141,2003171,0
2003141,2004129,0
2003141,2004130,0
2003141,2004131,0
2003141,2004132,0
2003141,2004133,0
2003141,2004134,0
2003141,2004135,0
2003141,2004136,0
2003141,2004137,0
2003141,2004138,0
2003141,2004139,0
2003141,2004140,0
2003141,2004141,0
2003141,2004142,0
2003141,2004143,0
2003141,2004144,0
2003141,2004145,0
2003141,2004146,0
2003141,2004147,0
2003141,2004148,0
2003141,2004149,0
2003141,2004150,0
2003141,2004151,0
2003141,2004152,0
2003141,2004153,0
2003141,2004154,0
2003141,2004155,0
2003141,2004156,30
2003141,2004157,0
2003141,2004158,0
2003141,2004159,33
2003141,2004160,0
2003141,2004161,0
2003141,2004162,0
2003141,2004163,0
2003141,2004164,0
2003141,2004165,0
2003141,2004166,0
2003141,2004167,0
2003141,2004168,0
2003141,2004169,0
2003141,2004170,0
2003141,2004171,0
2003141,2004172,0
2003141,2004173,0
2003141,2004174,0
2003141,2004175,0
2003141,2004176,0
2003141,2004177,0
2003141,2004178,0
2003141,2004179,0
2003141,2004180,0
2003141,2004181,0
2003141,2004182,0
2003141,2004183,0
2003141,2004184,0
2003141,2004185,0
2003141,2004186,0
2003141,2004187,0
2003141,2004188,0
2003141,2004189,350
2003141,2004190,0
2003141,2004191,0
2003141,2004192,0
2003141,2004193,0
2003141,2004194,0
2003141,2004195,0
2003141,2004196,0
2003141,2004197,0
2003141,2004198,0
2003141,2004199,0
2003141,2004200,0
2003141,2004201,0
2003141,2004202,0
2003141,2004203,0
2003141,2004204,0
2003141,2004205,0
2003141,2004206,0
2003141,2004207,0
2003141,2004208,0
2003141,2004209,0
2003141,2004210,0
2003141,2004211,0
2003141,2004212,0
2003141,2004213,0
2003141,2004214,0
2003141,2004215,0
2003141,2004216,0
2003141,2004217,0
2003141,2004218,0
2003141,2004219,0
2003141,2004220,0
2003141,2004221,0
2003141,2004222,0
2003141,2004223,0
2003141,2004224,0
2003141,2004225,0
2003141,2004226,0
2003141,2004227,0
2003141,2004228,0
2003141,2004229,0
2003141,2004230,0
2003141,2004231,0
2003141,2004232,0
2003141,2004233,27
2003141,2004234,0
2003141,2004235,0
2003141,2006840,0
2003142,2003122,242
2003142,2003123,105
2003142,2003124,0
2003142,2003125,23
2003142,2003126,828
2003142,2003127,25
2003142,2003128,110
2003142,2003129,251
2003142,2003130,0
2003142,2003131,237
2003142,2003132,123
2003142,2003133,103
2003142,2003134,118
2003142,2003135,268
2003142,2003136,250
2003142,2003137,174
2003142,2003138,98
2003142,2003139,0
2003142,2003140,319
2003142,2003141,85
2003142,2003142,432
2003142,2003143,42
2003142,2003144,386
2003142,2003145,276
2003142,2003146,146
2003142,2003147,347
2003142,2003148,1963
2003142,2003149,610
2003142,2003150,691
2003142,2003151,82
2003142,2003152,474
2003142,2003153,96
2003142,2003154,0
2003142,2003155,0
2003142,2003156,0
2003142,2003157,0
2003142,2003158,0
2003142,2003159,0
2003142,2003161,0
2003142,2003163,0
2003142,2003164,0
2003142,2003165,0
2003142,2003166,0
2003142,2003167,0
2003142,2003168,0
2003142,2003169,0
2003142,2003170,0
2003142,2003171,0
2003142,2004129,0
2003142,2004130,0
2003142,2004131,0
2003142,2004132,0
2003142,2004133,0
2003142,2004134,0
2003142,2004135,0
2003142,2004136,0
2003142,2004137,0
2003142,2004138,0
2003142,2004139,0
2003142,2004140,0
2003142,2004141,0
2003142,2004142,0
2003142,2004143,0
2003142,2004144,0
2003142,2004145,0
2003142,2004146,0
2003142,2004147,0
2003142,2004148,0
2003142,2004149,0
2003142,2004150,0
2003142,2004151,0
2003142,2004152,0
2003142,2004153,0
2003142,2004154,0
2003142,2004155,0
2003142,2004156,39
2003142,2004157,0
2003142,2004158,0
2003142,2004159,42
2003142,2004160,0
2003142,2004161,0
2003142,2004162,0
2003142,2004163,0
2003142,2004164,0
2003142,2004165,0
2003142,2004166,0
2003142,2004167,0
2003142,2004168,0
2003142,2004169,0
2003142,2004170,0
2003142,2004171,0
2003142,2004172,0
2003142,2004173,0
2003142,2004174,0
2003142,2004175,0
2003142,2004176,0
2003142,2004177,0
2003142,2004178,0
2003142,2004179,0
2003142,2004180,0
2003142,2004181,0
2003142,2004182,0
2003142,2004183,0
2003142,2004184,0
2003142,2004185,0
2003142,2004186,0
2003142,2004187,0
2003142,2004188,0
2003142,2004189,917
2003142,2004190,21
2003142,2004191,53
2003142,2004192,0
2003142,2004193,0
2003142,2004194,0
2003142,2004195,0
2003142,2004196,0
2003142,2004197,0
2003142,2004198,0
2003142,2004199,0
2003142,2004200,0
2003142,2004201,0
2003142,2004202,0
2003142,2004203,0
2003142,2004204,0
2003142,2004205,0
2003142,2004206,0
2003142,2004207,0
2003142,2004208,0
2003142,2004209,0
2003142,2004210,0
2003142,2004211,0
2003142,2004212,0
2003142,2004213,0
2003142,2004214,0
2003142,2004215,0
2003142,2004216,0
2003142,2004217,0
2003142,2004218,0
2003142,2004219,0
2003142,2004220,0
2003142,2004221,0
2003142,2004222,0
2003142,2004223,0
2003142,2004224,0
2003142,2004225,0
2003142,2004226,0
2003142,2004227,0
2003142,2004228,0
2003142,2004229,0
2003142,2004230,0
2003142,2004231,0
2003142,2004232,0
2003142,2004233,0
2003142,2004234,0
2003142,2004235,0
2003142,2006840,0
2003143,2003122,179
2003143,2003123,74
2003143,2003124,0
2003143,2003125,0
2003143,2003126,611
2003143,2003127,0
2003143,2003128,78
2003143,2003129,170
2003143,2003130,0
2003143,2003131,137
2003143,2003132,83
2003143,2003133,7
2003143,2003134,70
2003143,2003135,169
2003143,2003136,458
2003143,2003137,118
2003143,2003138,28
2003143,2003139,193
2003143,2003140,231
2003143,2003141,0
2003143,2003142,190
2003143,2003143,157
2003143,2003144,195
2003143,2003145,154
2003143,2003146,29
2003143,2003147,203
2003143,2003148,970
2003143,2003149,270
2003143,2003150,369
2003143,2003151,0
2003143,2003152,228
2003143,2003153,0
2003143,2003154,0
2003143,2003155,0
2003143,2003156,42
2003143,2003157,0
2003143,2003158,0
2003143,2003159,0
2003143,2003161,67
2003143,2003163,0
2003143,2003164,0
2003143,2003165,0
2003143,2003166,21
2003143,2003167,0
2003143,2003168,0
2003143,2003169,0
2003143,2003170,0
2003143,2003171,0
2003143,2004129,0
2003143,2004130,0
2003143,2004131,0
2003143,2004132,0
2003143,2004133,0
2003143,2004134,0
2003143,2004135,0
2003143,2004136,0
2003143,2004137,0
2003143,2004138,0
2003143,2004139,0
2003143,2004140,0
2003143,2004141,0
2003143,2004142,0
2003143,2004143,0
2003143,2004144,0
2003143,2004145,0
2003143,2004146,0
2003143,2004147,0
2003143,2004148,0
2003143,2004149,0
2003143,2004150,0
2003143,2004151,0
2003143,2004152,0
2003143,2004153,0
2003143,2004154,0
2003143,2004155,0
2003143,2004156,66
2003143,2004157,0
2003143,2004158,0
2003143,2004159,92
2003143,2004160,0
2003143,2004161,0
2003143,2004162,0
2003143,2004163,0
2003143,2004164,0
2003143,2004165,0
2003143,2004166,0
2003143,2004167,0
2003143,2004168,0
2003143,2004169,0
2003143,2004170,0
2003143,2004171,0
2003143,2004172,0
2003143,2004173,0
2003143,2004174,0
2003143,2004175,0
2003143,2004176,0
2003143,2004177,0
2003143,2004178,0
2003143,2004179,0
2003143,2004180,0
2003143,2004181,0
2003143,2004182,0
2003143,2004183,0
2003143,2004184,0
2003143,2004185,0
2003143,2004186,0
2003143,2004187,0
2003143,2004188,0
2003143,2004189,2009
2003143,2004190,102
2003143,2004191,101
2003143,2004192,0
2003143,2004193,52
2003143,2004194,0
2003143,2004195,0
2003143,2004196,0
2003143,2004197,0
2003143,2004198,0
2003143,2004199,0
2003143,2004200,0
2003143,2004201,0
2003143,2004202,0
2003143,2004203,0
2003143,2004204,0
2003143,2004205,0
2003143,2004206,0
2003143,2004207,0
2003143,2004208,0
2003143,2004209,0
2003143,2004210,0
2003143,2004211,0
2003143,2004212,0
2003143,2004213,0
2003143,2004214,0
2003143,2004215,0
2003143,2004216,0
2003143,2004217,0
2003143,2004218,0
2003143,2004219,0
2003143,2004220,0
2003143,2004221,0
2003143,2004222,0
2003143,2004223,0
2003143,2004224,0
2003143,2004225,0
2003143,2004226,0
2003143,2004227,0
2003143,2004228,0
2003143,2004229,0
2003143,2004230,0
2003143,2004231,0
2003143,2004232,0
2003143,2004233,5
2003143,2004234,0
2003143,2004235,0
2003143,2006840,0
2003144,2003122,165
2003144,2003123,72
2003144,2003124,0
2003144,2003125,45
2003144,2003126,493
2003144,2003127,49
2003144,2003128,75
2003144,2003129,174
2003144,2003130,41
2003144,2003131,78
2003144,2003132,87
2003144,2003133,18
2003144,2003134,89
2003144,2003135,198
2003144,2003136,95
2003144,2003137,158
2003144,2003138,72
2003144,2003139,0
2003144,2003140,105
2003144,2003141,63
2003144,2003142,147
2003144,2003143,0
2003144,2003144,371
2003144,2003145,210
2003144,2003146,106
2003144,2003147,257
2003144,2003148,1536
2003144,2003149,312
2003144,2003150,530
2003144,2003151,18
2003144,2003152,227
2003144,2003153,49
2003144,2003154,0
2003144,2003155,0
2003144,2003156,0
2003144,2003157,0
2003144,2003158,0
2003144,2003159,0
2003144,2003161,0
2003144,2003163,0
2003144,2003164,0
2003144,2003165,0
2003144,2003166,0
2003144,2003167,0
2003144,2003168,0
2003144,2003169,0
2003144,2003170,0
2003144,2003171,0
2003144,2004129,0
2003144,2004130,0
2003144,2004131,0
2003144,2004132,0
2003144,2004133,0
2003144,2004134,0
2003144,2004135,0
2003144,2004136,0
2003144,2004137,0
2003144,2004138,0
2003144,2004139,0
2003144,2004140,0
2003144,2004141,0
2003144,2004142,0
2003144,2004143,0
2003144,2004144,0
2003144,2004145,0
2003144,2004146,0
2003144,2004147,0
2003144,2004148,0
2003144,2004149,0
2003144,2004150,0
2003144,2004151,0
2003144,2004152,0
2003144,2004153,0
2003144,2004154,0
2003144,2004155,0
2003144,2004156,28
2003144,2004157,0
2003144,2004158,0
2003144,2004159,30
2003144,2004160,0
2003144,2004161,0
2003144,2004162,0
2003144,2004163,0
2003144,2004164,0
2003144,2004165,0
2003144,2004166,0
2003144,2004167,0
2003144,2004168,0
2003144,2004169,0
2003144,2004170,0
2003144,2004171,0
2003144,2004172,0
2003144,2004173,0
2003144,2004174,0
2003144,2004175,0
2003144,2004176,0
2003144,2004177,0
2003144,2004178,0
2003144,2004179,0
2003144,2004180,0
2003144,2004181,0
2003144,2004182,0
2003144,2004183,0
2003144,2004184,0
2003144,2004185,0
2003144,2004186,0
2003144,2004187,0
2003144,2004188,0
2003144,2004189,288
2003144,2004190,0
2003144,2004191,0
2003144,2004192,0
2003144,2004193,0
2003144,2004194,0
2003144,2004195,0
2003144,2004196,0
2003144,2004197,0
2003144,2004198,0
2003144,2004199,0
2003144,2004200,0
2003144,2004201,0
2003144,2004202,0
2003144,2004203,0
2003144,2004204,0
2003144,2004205,0
2003144,2004206,0
2003144,2004207,0
2003144,2004208,0
2003144,2004209,0
2003144,2004210,0
2003144,2004211,0
2003144,2004212,0
2003144,2004213,0
2003144,2004214,0
2003144,2004215,0
2003144,2004216,0
2003144,2004217,0
2003144,2004218,0
2003144,2004219,0
2003144,2004220,0
2003144,2004221,0
2003144,2004222,0
2003144,2004223,0
2003144,2004224,0
2003144,2004225,0
2003144,2004226,0
2003144,2004227,0
2003144,2004228,0
2003144,2004229,0
2003144,2004230,0
2003144,2004231,0
2003144,2004232,0
2003144,2004233,0
2003144,2004234,0
2003144,2004235,0
2003144,2006840,0
2003145,2003122,180
2003145,2003123,79
2003145,2003124,0
2003145,2003125,54
2003145,2003126,533
2003145,2003127,59
2003145,2003128,83
2003145,2003129,194
2003145,2003130,47
2003145,2003131,84
2003145,2003132,121
2003145,2003133,20
2003145,2003134,150
2003145,2003135,304
2003145,2003136,87
2003145,2003137,136
2003145,2003138,116
2003145,2003139,0
2003145,2003140,94
2003145,2003141,100
2003145,2003142,124
2003145,2003143,0
2003145,2003144,246
2003145,2003145,318
2003145,2003146,70
2003145,2003147,319
2003145,2003148,1471
2003145,2003149,284
2003145,2003150,574
2003145,2003151,11
2003145,2003152,209
2003145,2003153,46
2003145,2003154,0
2003145,2003155,0
2003145,2003156,0
2003145,2003157,0
2003145,2003158,0
2003145,2003159,0
2003145,2003161,0
2003145,2003163,0
2003145,2003164,0
2003145,2003165,0
2003145,2003166,0
2003145,2003167,0
2003145,2003168,0
2003145,2003169,0
2003145,2003170,0
2003145,2003171,0
2003145,2004129,0
2003145,2004130,0
2003145,2004131,0
2003145,2004132,0
2003145,2004133,0
2003145,2004134,0
2003145,2004135,0
2003145,2004136,0
2003145,2004137,0
2003145,2004138,0
2003145,2004139,0
2003145,2004140,0
2003145,2004141,0
2003145,2004142,0
2003145,2004143,0
2003145,2004144,0
2003145,2004145,0
2003145,2004146,0
2003145,2004147,0
2003145,2004148,0
2003145,2004149,0
2003145,2004150,0
2003145,2004151,0
2003145,2004152,0
2003145,2004153,0
2003145,2004154,0
2003145,2004155,0
2003145,2004156,26
2003145,2004157,0
2003145,2004158,0
2003145,2004159,29
2003145,2004160,0
2003145,2004161,0
2003145,2004162,0
2003145,2004163,0
2003145,2004164,0
2003145,2004165,0
2003145,2004166,0
2003145,2004167,0
2003145,2004168,0
2003145,2004169,0
2003145,2004170,0
2003145,2004171,0
2003145,2004172,0
2003145,2004173,0
2003145,2004174,0
2003145,2004175,0
2003145,2004176,0
2003145,2004177,0
2003145,2004178,0
2003145,2004179,0
2003145,2004180,0
2003145,2004181,0
2003145,2004182,0
2003145,2004183,0
2003145,2004184,0
2003145,2004185,0
2003145,2004186,0
2003145,2004187,0
2003145,2004188,0
2003145,2004189,263
2003145,2004190,0
2003145,2004191,0
2003145,2004192,0
2003145,2004193,0
2003145,2004194,0
2003145,2004195,0
2003145,2004196,0
2003145,2004197,0
2003145,2004198,0
2003145,2004199,0
2003145,2004200,0
2003145,2004201,0
2003145,2004202,0
2003145,2004203,0
2003145,2004204,0
2003145,2004205,0
2003145,2004206,0
2003145,2004207,0
2003145,2004208,0
2003145,2004209,0
2003145,2004210,0
2003145,2004211,0
2003145,2004212,0
2003145,2004213,0
2003145,2004214,0
2003145,2004215,0
2003145,2004216,0
2003145,2004217,0
2003145,2004218,0
2003145,2004219,0
2003145,2004220,0
2003145,2004221,0
2003145,2004222,0
2003145,2004223,0
2003145,2004224,0
2003145,2004225,0
2003145,2004226,0
2003145,2004227,0
2003145,2004228,0
2003145,2004229,0
2003145,2004230,0
2003145,2004231,0
2003145,2004232,0
2003145,2004233,6
2003145,2004234,0
2003145,2004235,0
2003145,2006840,0
2003146,2003122,195
2003146,2003123,84
2003146,2003124,0
2003146,2003125,54
2003146,2003126,586
2003146,2003127,58
2003146,2003128,88
2003146,2003129,200
2003146,2003130,15
2003146,2003131,120
2003146,2003132,100
2003146,2003133,25
2003146,2003134,109
2003146,2003135,245
2003146,2003136,142
2003146,2003137,177
2003146,2003138,88
2003146,2003139,0
2003146,2003140,162
2003146,2003141,78
2003146,2003142,236
2003146,2003143,0
2003146,2003144,460
2003146,2003145,256
2003146,2003146,148
2003146,2003147,317
2003146,2003148,1839
2003146,2003149,378
2003146,2003150,644
2003146,2003151,24
2003146,2003152,279
2003146,2003153,61
2003146,2003154,0
2003146,2003155,0
2003146,2003156,0
2003146,2003157,0
2003146,2003158,0
2003146,2003159,0
2003146,2003161,0
2003146,2003163,0
2003146,2003164,0
2003146,2003165,0
2003146,2003166,0
2003146,2003167,0
2003146,2003168,0
2003146,2003169,0
2003146,2003170,0
2003146,2003171,0
2003146,2004129,0
2003146,2004130,0
2003146,2004131,0
2003146,2004132,0
2003146,2004133,0
2003146,2004134,0
