HomeMSOA,DestinationMSOA,Total_Flow
2003126,2003127,64
2003126,2003128,122
2003126,2003129,272
2003126,2003130,54
2003126,2003131,122
2003126,2003132,110
2003126,2003133,52
2003126,2003134,88
2003126,2003135,204
2003126,2003136,123
2003126,2003137,154
2003126,2003138,88
2003126,2003139,0
2003126,2003140,132
2003126,2003141,64
2003126,2003142,137
2003126,2003143,0
2003126,2003144,208
2003126,2003145,194
2003126,2003146,58
2003126,2003147,228
2003126,2003148,917
2003126,2003149,195
2003126,2003150,372
2003126,2003151,0
2003126,2003152,165
2003126,2003153,0
2003126,2003154,0
2003126,2003155,0
2003126,2003156,0
2003126,2003157,0
2003126,2003158,0
2003126,2003159,0
2003126,2003161,0
2003126,2003163,0
2003126,2003164,0
2003126,2003165,0
2003126,2003166,0
2003126,2003167,0
2003126,2003168,0
2003126,2003169,0
2003126,2003170,0
2003126,2003171,0
2003126,2004129,0
2003126,2004130,0
2003126,2004131,0
2003126,2004132,0
2003126,2004133,0
2003126,2004134,0
2003126,2004135,0
2003126,2004136,0
2003126,2004137,0
2003126,2004138,0
2003126,2004139,0
2003126,2004140,0
2003126,2004141,0
2003126,2004142,0
2003126,2004143,0
2003126,2004144,0
2003126,2004145,0
2003126,2004146,0
2003126,2004147,0
2003126,2004148,0
2003126,2004149,0
2003126,2004150,0
2003126,2004151,0
2003126,2004152,0
2003126,2004153,0
2003126,2004154,0
2003126,2004155,0
2003126,2004156,0
2003126,2004157,0
2003126,2004158,0
2003126,2004159,0
2003126,2004160,0
2003126,2004161,0
2003126,2004162,0
2003126,2004163,0
2003126,2004164,0
2003126,2004165,0
2003126,2004166,0
2003126,2004167,0
2003126,2004168,0
2003126,2004169,0
2003126,2004170,0
2003126,2004171,0
2003126,2004172,0
2003126,2004173,0
2003126,2004174,0
2003126,2004175,0
2003126,2004176,0
2003126,2004177,0
2003126,2004178,0
2003126,2004179,0
2003126,2004180,0
2003126,2004181,0
2003126,2004182,0
2003126,2004183,0
2003126,2004184,0
2003126,2004185,0
2003126,2004186,0
2003126,2004187,0
2003126,2004188,0
2003126,2004189,379
2003126,2004190,8
2003126,2004191,27
2003126,2004192,0
2003126,2004193,0
2003126,2004194,0
2003126,2004195,0
2003126,2004196,0
2003126,2004197,0
2003126,2004198,0
2003126,2004199,0
2003126,2004200,0
2003126,2004201,0
2003126,2004202,0
2003126,2004203,0
2003126,2004204,0
2003126,2004205,0
2003126,2004206,0
2003126,2004207,0
2003126,2004208,0
2003126,2004209,0
2003126,2004210,0
2003126,2004211,0
2003126,2004212,0
2003126,2004213,0
2003126,2004214,0
2003126,2004215,0
2003126,2004216,0
2003126,2004217,0
2003126,2004218,0
2003126,2004219,0
2003126,2004220,0
2003126,2004221,0
2003126,2004222,0
2003126,2004223,0
2003126,2004224,0
2003126,2004225,0
2003126,2004226,0
2003126,2004227,0
2003126,2004228,0
2003126,2004229,0
2003126,2004230,0
2003126,2004231,0
2003126,2004232,0
2003126,2004233,76
2003126,2004234,0
2003126,2004235,0
2003126,2006840,0
2003127,2003122,277
2003127,2003123,123
2003127,2003124,20
2003127,2003125,187
2003127,2003126,814
2003127,2003127,177
2003127,2003128,153
2003127,2003129,303
2003127,2003130,147
2003127,2003131,130
2003127,2003132,152
2003127,2003133,67
2003127,2003134,139
2003127,2003135,446
2003127,2003136,129
2003127,2003137,210
2003127,2003138,120
2003127,2003139,0
2003127,2003140,142
2003127,2003141,91
2003127,2003142,149
2003127,2003143,0
2003127,2003144,267
2003127,2003145,279
2003127,2003146,72
2003127,2003147,338
2003127,2003148,1255
2003127,2003149,258
2003127,2003150,503
2003127,2003151,0
2003127,2003152,201
2003127,2003153,0
2003127,2003154,0
2003127,2003155,0
2003127,2003156,0
2003127,2003157,0
2003127,2003158,0
2003127,2003159,0
2003127,2003161,0
2003127,2003163,0
2003127,2003164,0
2003127,2003165,0
2003127,2003166,0
2003127,2003167,0
2003127,2003168,0
2003127,2003169,0
2003127,2003170,0
2003127,2003171,0
2003127,2004129,0
2003127,2004130,0
2003127,2004131,0
2003127,2004132,0
2003127,2004133,0
2003127,2004134,0
2003127,2004135,0
2003127,2004136,0
2003127,2004137,0
2003127,2004138,0
2003127,2004139,0
2003127,2004140,0
2003127,2004141,0
2003127,2004142,0
2003127,2004143,0
2003127,2004144,0
2003127,2004145,0
2003127,2004146,0
2003127,2004147,0
2003127,2004148,0
2003127,2004149,0
2003127,2004150,0
2003127,2004151,0
2003127,2004152,0
2003127,2004153,0
2003127,2004154,0
2003127,2004155,0
2003127,2004156,0
2003127,2004157,0
2003127,2004158,0
2003127,2004159,0
2003127,2004160,0
2003127,2004161,0
2003127,2004162,0
2003127,2004163,0
2003127,2004164,0
2003127,2004165,0
2003127,2004166,0
2003127,2004167,0
2003127,2004168,0
2003127,2004169,0
2003127,2004170,0
2003127,2004171,0
2003127,2004172,0
2003127,2004173,0
2003127,2004174,0
2003127,2004175,0
2003127,2004176,0
2003127,2004177,0
2003127,2004178,0
2003127,2004179,0
2003127,2004180,0
2003127,2004181,0
2003127,2004182,0
2003127,2004183,0
2003127,2004184,0
2003127,2004185,0
2003127,2004186,0
2003127,2004187,0
2003127,2004188,0
2003127,2004189,430
2003127,2004190,13
2003127,2004191,19
2003127,2004192,0
2003127,2004193,0
2003127,2004194,0
2003127,2004195,0
2003127,2004196,0
2003127,2004197,0
2003127,2004198,0
2003127,2004199,0
2003127,2004200,0
2003127,2004201,0
2003127,2004202,0
2003127,2004203,0
2003127,2004204,0
2003127,2004205,0
2003127,2004206,0
2003127,2004207,0
2003127,2004208,0
2003127,2004209,0
2003127,2004210,0
2003127,2004211,0
2003127,2004212,0
2003127,2004213,0
2003127,2004214,0
2003127,2004215,0
2003127,2004216,0
2003127,2004217,0
2003127,2004218,0
2003127,2004219,0
2003127,2004220,0
2003127,2004221,0
2003127,2004222,0
2003127,2004223,0
2003127,2004224,0
2003127,2004225,0
2003127,2004226,0
2003127,2004227,0
2003127,2004228,0
2003127,2004229,0
2003127,2004230,0
2003127,2004231,0
2003127,2004232,0
2003127,2004233,60
2003127,2004234,0
2003127,2004235,0
2003127,2006840,0
2003128,2003122,463
2003128,2003123,214
2003128,2003124,53
2003128,2003125,133
2003128,2003126,1326
2003128,2003127,129
2003128,2003128,254
2003128,2003129,521
2003128,2003130,112
2003128,2003131,172
2003128,2003132,197
2003128,2003133,89
2003128,2003134,150
2003128,2003135,334
2003128,2003136,169
2003128,2003137,275
2003128,2003138,155
2003128,2003139,0
2003128,2003140,187
2003128,2003141,107
2003128,2003142,195
2003128,2003143,0
2003128,2003144,348
2003128,2003145,331
2003128,2003146,94
2003128,2003147,367
2003128,2003148,1507
2003128,2003149,312
2003128,2003150,605
2003128,2003151,0
2003128,2003152,243
2003128,2003153,0
2003128,2003154,0
2003128,2003155,0
2003128,2003156,0
2003128,2003157,0
2003128,2003158,0
2003128,2003159,0
2003128,2003161,0
2003128,2003163,0
2003128,2003164,0
2003128,2003165,0
2003128,2003166,0
2003128,2003167,0
2003128,2003168,0
2003128,2003169,0
2003128,2003170,0
2003128,2003171,0
2003128,2004129,0
2003128,2004130,0
2003128,2004131,0
2003128,2004132,0
2003128,2004133,0
2003128,2004134,0
2003128,2004135,0
2003128,2004136,0
2003128,2004137,0
2003128,2004138,0
2003128,2004139,0
2003128,2004140,0
2003128,2004141,0
2003128,2004142,0
2003128,2004143,0
2003128,2004144,0
2003128,2004145,0
2003128,2004146,0
2003128,2004147,0
2003128,2004148,0
2003128,2004149,0
2003128,2004150,0
2003128,2004151,0
2003128,2004152,0
2003128,2004153,0
2003128,2004154,0
2003128,2004155,0
2003128,2004156,0
2003128,2004157,0
2003128,2004158,0
2003128,2004159,0
2003128,2004160,0
2003128,2004161,0
2003128,2004162,0
2003128,2004163,0
2003128,2004164,0
2003128,2004165,0
2003128,2004166,0
2003128,2004167,0
2003128,2004168,0
2003128,2004169,0
2003128,2004170,0
2003128,2004171,0
2003128,2004172,0
2003128,2004173,0
2003128,2004174,0
2003128,2004175,0
2003128,2004176,0
2003128,2004177,0
2003128,2004178,0
2003128,2004179,0
2003128,2004180,0
2003128,2004181,0
2003128,2004182,0
2003128,2004183,0
2003128,2004184,0
2003128,2004185,0
2003128,2004186,0
2003128,2004187,0
2003128,2004188,0
2003128,2004189,545
2003128,2004190,0
2003128,2004191,26
2003128,2004192,0
2003128,2004193,0
2003128,2004194,0
2003128,2004195,0
2003128,2004196,0
2003128,2004197,0
2003128,2004198,0
2003128,2004199,0
2003128,2004200,0
2003128,2004201,0
2003128,2004202,0
2003128,2004203,0
2003128,2004204,0
2003128,2004205,0
2003128,2004206,0
2003128,2004207,0
2003128,2004208,0
2003128,2004209,0
2003128,2004210,0
2003128,2004211,0
2003128,2004212,0
2003128,2004213,0
2003128,2004214,0
2003128,2004215,0
2003128,2004216,0
2003128,2004217,0
2003128,2004218,0
2003128,2004219,0
2003128,2004220,0
2003128,2004221,0
2003128,2004222,0
2003128,2004223,0
2003128,2004224,0
2003128,2004225,0
2003128,2004226,0
2003128,2004227,0
2003128,2004228,0
2003128,2004229,0
2003128,2004230,0
2003128,2004231,0
2003128,2004232,0
2003128,2004233,83
2003128,2004234,0
2003128,2004235,0
2003128,2006840,0
2003129,2003122,316
2003129,2003123,148
2003129,2003124,22
2003129,2003125,71
2003129,2003126,903
2003129,2003127,77
2003129,2003128,153
2003129,2003129,346
2003129,2003130,61
2003129,2003131,122
2003129,2003132,144
2003129,2003133,64
2003129,2003134,107
2003129,2003135,237
2003129,2003136,119
2003129,2003137,201
2003129,2003138,112
2003129,2003139,0
2003129,2003140,133
2003129,2003141,76
2003129,2003142,138
2003129,2003143,0
2003129,2003144,247
2003129,2003145,236
2003129,2003146,67
2003129,2003147,259
2003129,2003148,1067
2003129,2003149,220
2003129,2003150,428
2003129,2003151,0
2003129,2003152,171
2003129,2003153,0
2003129,2003154,0
2003129,2003155,0
2003129,2003156,0
2003129,2003157,0
2003129,2003158,0
2003129,2003159,0
2003129,2003161,0
2003129,2003163,0
2003129,2003164,0
2003129,2003165,0
2003129,2003166,0
2003129,2003167,0
2003129,2003168,0
2003129,2003169,0
2003129,2003170,0
2003129,2003171,0
2003129,2004129,0
2003129,2004130,0
2003129,2004131,0
2003129,2004132,0
2003129,2004133,0
2003129,2004134,0
2003129,2004135,0
2003129,2004136,0
2003129,2004137,0
2003129,2004138,0
2003129,2004139,0
2003129,2004140,0
2003129,2004141,0
2003129,2004142,0
2003129,2004143,0
2003129,2004144,0
2003129,2004145,0
2003129,2004146,0
2003129,2004147,0
2003129,2004148,0
2003129,2004149,0
2003129,2004150,0
2003129,2004151,0
2003129,2004152,0
2003129,2004153,0
2003129,2004154,0
2003129,2004155,0
2003129,2004156,0
2003129,2004157,0
2003129,2004158,0
2003129,2004159,0
2003129,2004160,0
2003129,2004161,0
2003129,2004162,0
2003129,2004163,0
2003129,2004164,0
2003129,2004165,0
2003129,2004166,0
2003129,2004167,0
2003129,2004168,0
2003129,2004169,0
2003129,2004170,0
2003129,2004171,0
2003129,2004172,0
2003129,2004173,0
2003129,2004174,0
2003129,2004175,0
2003129,2004176,0
2003129,2004177,0
2003129,2004178,0
2003129,2004179,0
2003129,2004180,0
2003129,2004181,0
2003129,2004182,0
2003129,2004183,0
2003129,2004184,0
2003129,2004185,0
2003129,2004186,0
2003129,2004187,0
2003129,2004188,0
2003129,2004189,365
2003129,2004190,0
2003129,2004191,30
2003129,2004192,0
2003129,2004193,0
2003129,2004194,0
2003129,2004195,0
2003129,2004196,0
2003129,2004197,0
2003129,2004198,0
2003129,2004199,0
2003129,2004200,0
2003129,2004201,0
2003129,2004202,0
2003129,2004203,0
2003129,2004204,0
2003129,2004205,0
2003129,2004206,0
2003129,2004207,0
2003129,2004208,0
2003129,2004209,0
2003129,2004210,0
2003129,2004211,0
2003129,2004212,0
2003129,2004213,0
2003129,2004214,0
2003129,2004215,0
2003129,2004216,0
2003129,2004217,0
2003129,2004218,0
2003129,2004219,0
2003129,2004220,0
2003129,2004221,0
2003129,2004222,0
2003129,2004223,0
2003129,2004224,0
2003129,2004225,0
2003129,2004226,0
2003129,2004227,0
2003129,2004228,0
2003129,2004229,0
2003129,2004230,0
2003129,2004231,0
2003129,2004232,0
2003129,2004233,54
2003129,2004234,0
2003129,2004235,0
2003129,2006840,0
2003130,2003122,384
2003130,2003123,166
2003130,2003124,0
2003130,2003125,273
2003130,2003126,1147
2003130,2003127,248
2003130,2003128,226
2003130,2003129,399
2003130,2003130,294
2003130,2003131,178
2003130,2003132,199
2003130,2003133,91
2003130,2003134,184
2003130,2003135,574
2003130,2003136,188
2003130,2003137,277
2003130,2003138,160
2003130,2003139,0
2003130,2003140,201
2003130,2003141,124
2003130,2003142,210
2003130,2003143,0
2003130,2003144,369
2003130,2003145,374
2003130,2003146,102
2003130,2003147,470
2003130,2003148,1736
2003130,2003149,365
2003130,2003150,702
2003130,2003151,0
2003130,2003152,289
2003130,2003153,30
2003130,2003154,0
2003130,2003155,0
2003130,2003156,0
2003130,2003157,0
2003130,2003158,0
2003130,2003159,0
2003130,2003161,0
2003130,2003163,0
2003130,2003164,0
2003130,2003165,0
2003130,2003166,0
2003130,2003167,0
2003130,2003168,0
2003130,2003169,0
2003130,2003170,0
2003130,2003171,0
2003130,2004129,0
2003130,2004130,0
2003130,2004131,0
2003130,2004132,0
2003130,2004133,0
2003130,2004134,0
2003130,2004135,0
2003130,2004136,0
2003130,2004137,0
2003130,2004138,0
2003130,2004139,0
2003130,2004140,0
2003130,2004141,0
2003130,2004142,0
2003130,2004143,0
2003130,2004144,0
2003130,2004145,0
2003130,2004146,0
2003130,2004147,0
2003130,2004148,0
2003130,2004149,0
2003130,2004150,0
2003130,2004151,0
2003130,2004152,0
2003130,2004153,0
2003130,2004154,0
2003130,2004155,0
2003130,2004156,0
2003130,2004157,0
2003130,2004158,0
2003130,2004159,0
2003130,2004160,0
2003130,2004161,0
2003130,2004162,0
2003130,2004163,0
2003130,2004164,0
2003130,2004165,0
2003130,2004166,0
2003130,2004167,0
2003130,2004168,0
2003130,2004169,0
2003130,2004170,0
2003130,2004171,0
2003130,2004172,0
2003130,2004173,0
2003130,2004174,0
2003130,2004175,0
2003130,2004176,0
2003130,2004177,0
2003130,2004178,0
2003130,2004179,0
2003130,2004180,0
2003130,2004181,0
2003130,2004182,0
2003130,2004183,0
2003130,2004184,0
2003130,2004185,0
2003130,2004186,0
2003130,2004187,0
2003130,2004188,0
2003130,2004189,598
2003130,2004190,18
2003130,2004191,32
2003130,2004192,0
2003130,2004193,0
2003130,2004194,0
2003130,2004195,0
2003130,2004196,0
2003130,2004197,0
2003130,2004198,0
2003130,2004199,0
2003130,2004200,0
2003130,2004201,0
2003130,2004202,0
2003130,2004203,0
2003130,2004204,0
2003130,2004205,0
2003130,2004206,0
2003130,2004207,0
2003130,2004208,0
2003130,2004209,0
2003130,2004210,0
2003130,2004211,0
2003130,2004212,0
2003130,2004213,0
2003130,2004214,0
2003130,2004215,0
2003130,2004216,0
2003130,2004217,0
2003130,2004218,0
2003130,2004219,0
2003130,2004220,0
