id,asymptomatic,presymptomatic,primary_school,retail,secondary_school,symptomatic,work,weights
1602,0.49076153957711327,0.4367950290890389,0.019846873119402753,0.10850687658884328,0.414674089864356,0.5371303384743757,0.0295973386816058,0.0010018970528431889
1603,0.15064803496465595,0.5167553766268219,0.19054781134843463,0.44344146106891813,0.04076534148347394,0.45507747233912266,0.003421146189089081,0.06987010075574474
1604,0.5489427209814703,0.3240829583428162,0.5896886020047388,0.15728673037416507,0.6986046161617049,0.45416516257443473,0.05064950521782412,0.0004094969792498887
1605,0.6141025330334701,0.24952571721123692,0.8710461775033589,0.6755459930437664,0.2682273151494323,0.46389110406141726,0.00860434874212231,0.0009479222922258563
1606,0.5043531420564276,0.2875890885407857,0.5512470620928085,0.5578883421571275,0.34456920448909234,0.551265802412493,0.026795989018366738,0.001219671598543174
1607,0.5784556454970132,0.3458527288627979,0.868207570758579,0.20880969942225497,0.8550957509379984,0.5247758396395423,0.01790965250156224,0.0006226282561015799
1608,0.4428135553293024,0.3863403179245172,0.5665262981062338,0.24272974101539885,0.6929153952051446,0.5690100520929317,0.05317726222241136,0.0008649388722750105
1609,0.8773454522354748,0.5450060652271269,0.7309721589646881,0.45650240991412716,0.3334044453693006,0.4230930911929313,0.04412615279617457,7.43271805691192e-05
1610,0.43509709162512483,0.4921457260121232,0.28392262020811887,0.6450113530678397,0.8096277016366069,0.4348358546730738,0.055528914428069315,0.0025841033012379794
1611,0.4360066449945499,0.44121597062731854,0.22797072909056812,0.5328654580426878,0.7915072963101975,0.5415184873271888,0.03377032983509606,0.0018626460508747932
1612,0.5681833450950045,0.30662945235319894,0.0683006547168861,0.23667489982023188,0.7898988848429923,0.6444504118640224,0.03316676507983596,0.0031189969879025447
1613,0.41312281595458006,0.4600490067015308,0.10600773066385129,0.061081596726418365,0.33406836356320524,0.5440580372795973,0.09025563688446876,0.0015899388477633642
1614,0.34809461227506644,0.6291895155297932,0.6802016613870102,0.2711697357183488,0.2073996534696758,0.16111132007147325,0.07930222956004795,0.0004739323777637212
1615,0.32272746805826447,0.576075512038338,0.3555204797877767,0.48775847488765134,0.4765181314138639,0.30637849195725453,0.04675556492633519,0.002563539023734286
1616,0.454129623561251,0.30009952059,0.9130640864473576,0.46253913930567825,0.828744048914955,0.393288885219825,0.0910888113597817,0.0005767376003285393
1617,0.3515968950583933,0.4070078381755864,0.4170300232006706,0.139614693260585,0.5305362619424571,0.5010416753250085,0.0414572388111883,0.0032452746265023446
1618,0.5485254783122185,0.600558341379449,0.8020773828912482,0.5916824982263845,0.4227505537272093,0.6002934636767233,0.04753317029128175,0.0010494248914617468
1619,0.5297233180276842,0.5165699553095178,0.9467020230152036,0.4824904179514665,0.8068636133633976,0.008631663818531032,0.2230967924089171,0.00041815282997008103
1620,0.49628598633537635,0.4655118328746676,0.2276787580649418,0.35360803662362006,0.17501480615355472,0.7216764376639886,0.08220666676450225,0.0020248505471691497
1621,0.5522290968307606,0.3397075216789541,0.7096972088210018,0.2976632519714498,0.8428618926464215,0.4986482170013055,0.024570208428381098,0.0002500177497839098
1622,0.48641240232230876,0.2998420582429788,0.469165283918653,0.47217685466059184,0.736978366869538,0.4525239594460901,0.057152149791513486,0.00045626547921786274
1623,0.27300470865186244,0.4486230502885502,0.8896598490313232,0.6969134265469125,0.22463964806180903,0.6658095657952401,0.0879254381874257,0.00579567905045145
1624,0.3600468928275888,0.7376001284326883,0.020894408957887963,0.03243824817025062,0.5286339269441531,0.23015132803858934,0.05067939519562134,0.002762828189197699
1625,0.4650534842916105,0.32759633545871847,0.19823687734207243,0.0965677762318036,0.20721472998486784,0.5541580581409038,0.05515018594493414,0.0013120605786346355
1626,0.1431820997746761,0.21850024425864795,0.6174206756629719,0.4934741733684821,0.03509096665031875,0.2474443684178873,0.1670679583237577,0.016546099382487477
1627,0.3029601356516971,0.4629844070352154,0.4829196449093856,0.6401480477779586,0.623781810044491,0.18490111889417737,0.03779003322766022,0.004921739256411471
1628,0.47295769353506173,0.25881169942356197,0.09944148051273574,0.5450907446818593,0.1543620459854838,0.7030593217040219,0.04153944430772988,0.002574666169487789
1629,0.4453013804936766,0.41732840589825737,0.6452922972721311,0.2622255837420163,0.7843693839238165,0.47359984346759154,0.017297593188831444,0.0007595316923530293
1630,0.4261052350792548,0.27727839638823826,0.3425180747420603,0.6732928713485904,0.6406903477177167,0.5673582163108133,0.060211926651518616,0.0023095975865921824
1631,0.2855003635671607,0.5800348962363245,0.4814708225103226,0.34463452947570805,0.33760811552653547,0.17987549187524288,0.0509633732323441,0.00029726795640061483
1632,0.44028232496464786,0.41126132128141146,0.6002380338871923,0.43913781316687606,0.09649962704263379,0.5325288996585218,0.008090240999829044,0.010575502179321985
1633,0.5081208587869572,0.5806866718742061,0.16239272137699734,0.6792929452038098,0.6887705205172312,0.5033490523659429,0.04596471563571117,0.002142087023195263
1634,0.363803871979431,0.3561074692587439,0.28412623404995113,0.051008251095321505,0.8245095050989769,0.6870206854875146,0.13819522357405373,0.0014770447953270506
1635,0.6546968376608708,0.3279818496038915,0.6019905785991049,0.27432272790427026,0.9749935505928959,0.3568694343177091,0.014247693095380508,0.0021345466563410017
1636,0.3213218964888466,0.46763698425787725,0.5581991685294256,0.5964581862912512,0.008993145254255208,0.3614729727702149,0.31991773771875537,0.02983311645628718
1637,0.5204786492721722,0.34820200589386363,0.4863150213828048,0.025356698351200163,0.9391824694060212,0.4418827264990569,0.01161424834130547,0.0019645269677337524
1638,0.3793711388581328,0.7085343056545244,0.49750952712949076,0.7745722402029221,0.3153604340493738,0.526946304649367,0.3693810265666628,0.0036992360389472424
1639,0.4750978289059585,0.5678413003459752,0.5690219599510379,0.07045566956644111,0.9161452600280363,0.6164373413456372,0.040302797714468326,0.008550821500103403
1640,0.5390026069332404,0.36726551598916657,0.2331235753183939,0.12991770468064603,0.6366254759185805,0.6185456252001206,0.019936478645373394,0.0013258403481685801
1641,0.4316043662989458,0.6000298733669704,0.2231929550541307,0.7761552759348711,0.6639210044201806,0.32114303229398217,0.05792082269444338,0.011929119631010858
1642,0.3897511582926265,0.9315417155116101,0.9058042641787363,0.40873844072354715,0.4087098319269937,0.4282409205104559,0.05748357153246762,9.456054201906494e-05
1643,0.48356823910628516,0.34394431130464054,0.8009301283582397,0.28989629267582195,0.2382677031970818,0.1732539751970107,0.041394068802557846,0.007877103593311324
1644,0.4098377946052831,0.33868183316069306,0.13751002628527442,0.14014069029737475,0.840603582140828,0.4167144932827823,0.009157870455424042,0.010707134068211738
1645,0.39514578654465343,0.7350333278549279,0.8300901658644695,0.9469199816739728,0.6017655038750491,0.21741140061619216,0.24190437759736688,0.002087405393102344
1646,0.5520446769388798,0.3434885242818096,0.8580272954751281,0.49810909140867193,0.6804241839908175,0.5341659453544249,0.0429109927832476,0.0005629958372507387
1647,0.5083424353843685,0.540415701559679,0.9673279486544875,0.21189415329683522,0.24638339884995125,0.6137802649232549,0.2249294624206214,0.03268937840620416
