Date,OriginalCases
2020-03-15,94.7753918543488
2020-03-16,94.17475806258521
2020-03-17,93.99205937135793
2020-03-18,95.05860882196053
2020-03-19,100.35810953879013
2020-03-20,112.76748394051079
2020-03-21,132.72281163296873
2020-03-22,156.77987108920405
2020-03-23,176.34074085305667
2020-03-24,188.65567561895253
2020-03-25,196.21320672985246
2020-03-26,204.03314761685698
2020-03-27,217.02981355529198
2020-03-28,237.6210109774847
2020-03-29,262.83119084295936
2020-03-30,283.5761202755254
2020-03-31,296.60240422743954
2020-04-01,303.90467127162844
2020-04-02,309.6971373332867
2020-04-03,318.00680819547273
2020-04-04,331.02725910455655
2020-04-05,347.159914667114
2020-04-06,360.59785031987855
2020-04-07,368.94965736606076
2020-04-08,372.8334524527554
2020-04-09,373.8611226043154
2020-04-10,373.4665670793145
2020-04-11,372.5902178171631
2020-04-12,371.80106912148636
2020-04-13,371.36120130083674
2020-04-14,370.99960126787226
2020-04-15,369.9739145748962
2020-04-16,367.0729682490063
2020-04-17,360.96963883325384
2020-04-18,351.1693977922335
2020-04-19,339.4179354807226
2020-04-20,329.9668444030491
2020-04-21,323.8881230601105
2020-04-22,319.3779242972062
2020-04-23,313.1111957560515
2020-04-24,301.5023890803908
2020-04-25,282.9682878406454
2020-04-26,260.48998089632056
2020-04-27,242.1541397689963
2020-04-28,230.56622119318482
2020-04-29,223.45168170487023
2020-04-30,216.37937092845078
2020-05-01,204.82917754799595
2020-05-02,186.54604442353266
2020-05-03,164.18991208456157
2020-05-04,145.82045383717121
2020-05-05,134.2530981642324
2020-05-06,127.70651760438575
2020-05-07,122.37872286943261
2020-05-08,114.32436877007811
2020-05-09,101.65681169267786
2020-05-10,86.08816870912153
2020-05-11,73.23971688317415
2020-05-12,65.16335931622596
2020-05-13,60.960899321172995
2020-05-14,58.087377441459324
2020-05-15,53.74102584213526
2020-05-16,46.905093101063535
2020-05-17,38.50336799580354
2020-05-18,31.56878278831892
2020-05-19,27.215393099809546
2020-05-20,24.90456875727208
2020-05-21,23.315911618354797
2020-05-22,21.07796324541455
2020-05-23,17.582099469617642
2020-05-24,13.263445397847772
2020-05-25,9.680713549772344
2020-05-26,7.439000034632618
2020-05-27,6.336952095304039
2020-05-28,5.784917313618454
2020-05-29,5.184825112859487
2020-05-30,4.276106096926862
2020-05-31,3.1338091353425312
2020-06-01,2.1759697470153117
2020-06-02,1.573211967480734
2020-06-03,1.3010662136720281
2020-06-04,1.2016440288554706
2020-06-05,1.0825664776466943
2020-06-06,0.9000271024880013
2020-06-07,0.672590031534202
2020-06-08,0.48227300705433823
2020-06-09,0.3636110698759736
2020-06-10,0.3296165131864115
2020-06-11,0.3667768754056889
2020-06-12,0.44304376917705157
2020-06-13,0.5656551015780894
2020-06-14,0.7140439826575696
2020-06-15,0.8346079713780656
2020-06-16,0.9116973944416459
2020-06-17,0.9651365874911633
2020-06-18,1.0284716620187908
2020-06-19,1.1388339358127948
2020-06-20,1.3149706419821254
2020-06-21,1.5298528745732434
2020-06-22,1.705982797028064
2020-06-23,1.8167203737437763
2020-06-24,1.8815057412544611
2020-06-25,1.9736500712214837
2020-06-26,2.143129163271289
2020-06-27,2.413247652035463
2020-06-28,2.743355444635008
2020-06-29,3.0153386035359055
2020-06-30,3.1850641413430845
2020-07-01,3.274829552330311
2020-07-02,3.326518099257434
2020-07-03,3.3793303038650997
2020-07-04,3.4588385980640113
2020-07-05,3.559412193024799
2020-07-06,3.643837882094339
2020-07-07,3.6970093287503922
2020-07-08,3.7252241537155735
2020-07-09,3.7434907706768397
2020-07-10,3.766174867409935
2020-07-11,3.8022247462188554
2020-07-12,3.849714092493888
2020-07-13,3.8928400321917587
2020-07-14,3.9167210483812784
2020-07-15,3.90394001570369
2020-07-16,3.83011280302602
2020-07-17,3.670391567401824
2020-07-18,3.4127709016403114
2020-07-19,3.1020308800247665
2020-07-20,2.8489868640481277
2020-07-21,2.6906286342493777
2020-07-22,2.6009611317650267
2020-07-23,2.601438924530144
2020-07-24,2.6661341577980573
2020-07-25,2.7708090652454507
2020-07-26,2.8899946421421263
2020-07-27,2.980139858496151
2020-07-28,3.0433998689517123
2020-07-29,3.1379788505559194
2020-07-30,3.4092970406068805
2020-07-31,3.9651231929386435
2020-08-01,4.854745026660156
2020-08-02,5.923732993324542
2020-08-03,6.786957693808343
2020-08-04,7.338109036721697
2020-08-05,7.742880055577268
2020-08-06,8.279813480143774
2020-08-07,9.218395125643692
2020-08-08,10.712438397945077
2020-08-09,12.539609818544243
2020-08-10,14.044155147566766
2020-08-11,14.982397934581769
2020-08-12,15.485440167885695
2020-08-13,15.801070420666969
2020-08-14,16.162074186648212
2020-08-15,16.720874286897715
2020-08-16,17.433977225665167
2020-08-17,18.046789927015862
2020-08-18,18.41641004584665
2020-08-19,18.490720131843748
2020-08-20,18.208090752991495
2020-08-21,17.500000682551686
2020-08-22,16.35031292832641
2020-08-23,14.977638559612881
2020-08-24,13.87434461997445
2020-08-25,13.179669918047768
2020-08-26,12.714349806093594
2020-08-27,12.399694850855889
2020-08-28,12.040821601453922
2020-08-29,11.436804447487386
2020-08-30,10.606251597517602
2020-08-31,9.810136491502895
2020-09-01,9.446568550758347
2020-09-02,10.166232848368107
2020-09-03,13.913139394453426
2020-09-04,22.41808812681969
2020-09-05,35.98792818915485
2020-09-06,52.11981721698208
2020-09-07,64.95301109079985
2020-09-08,73.4061037550742
2020-09-09,81.07244023292024
2020-09-10,94.77472138396759
2020-09-11,121.38536760317294
2020-09-12,163.83998967017314
2020-09-13,215.05327407658146
