,URN,zonei,east,north,MSOA
2669,131512,2669,379216,399425,E02001177
2670,106540,2670,357636,398614,E02001322
2671,105986,2671,375746,398519,E02001181
2672,106525,2672,361131,398394,E02001325
2673,104959,2673,335305,398022,E02001461
2674,104692,2674,338927,397414,E02001347
2675,104829,2675,350286,396814,E02001412
2676,104827,2676,355090,396805,E02001411
2677,104717,2677,336947,396592,E02001351
2678,104833,2678,353172,396052,E02001413
2679,106268,2679,394568,395970,E02001248
2680,131880,2680,387325,395892,E02001064
2681,104834,2681,348991,395690,E02001414
2682,106370,2682,380595,395646,E02001261
2683,111430,2683,366175,395397,E02002590
2684,106365,2684,378160,395386,E02001264
2685,104715,2685,339557,395350,E02001350
2686,104693,2686,336101,394875,E02001355
2687,106271,2687,392485,394828,E02001249
2688,106372,2688,377695,394789,E02001266
2689,104835,2689,353554,394324,E02001422
2690,106368,2690,380286,394144,E02001269
2691,105574,2691,382682,392995,E02001083
2692,104688,2692,339077,392771,E02001367
2693,104706,2693,335098,392516,E02001369
2694,104713,2694,341148,392293,E02001372
2695,104714,2695,340959,392223,E02001372
2696,105103,2696,329205,391851,E02001469
2697,120655,2697,481337,391248,E02005495
2698,106133,2698,386834,391241,E02001194
2699,105581,2699,385470,390981,E02001089
2700,106375,2700,379842,390864,E02001272
2701,104696,2701,339982,390762,E02001372
2702,106143,2702,393153,390733,E02001198
2703,106136,2703,393027,390665,E02001198
2704,104705,2704,337329,389486,E02001381
2705,104703,2705,340227,389173,E02001387
2706,106138,2706,394211,388998,E02001206
2707,104700,2707,342868,388647,E02001386
2708,111454,2708,358803,388412,E02002605
2709,104721,2709,337645,388348,E02001394
2710,106135,2710,390850,388291,E02001213
2711,111456,2711,362759,388138,E02002609
2712,106376,2712,377419,387902,E02001282
2713,104698,2713,340190,387778,E02001393
2714,105097,2714,328709,387586,E02001490
2715,107140,2715,433644,386714,E02001646
2716,111457,2716,350811,386559,E02002578
2717,104712,2717,342507,386517,E02001401
2718,106139,2718,389956,385561,E02001223
2719,112936,2719,400361,385556,E02004097
2720,106142,2720,386902,384794,E02001225
2721,105101,2721,325950,383512,E02001503
2722,111443,2722,384776,380605,E02003858
2723,112932,2723,405276,380188,E02006872
2724,105107,2724,334885,379810,E02001507
2725,112969,2725,435660,378413,E02004108
2726,111440,2726,349941,376146,E02003877
2727,111451,2727,339143,375254,E02003848
2728,112958,2728,438941,375212,E02004055
2729,111429,2729,339286,374437,E02003852
2730,111414,2730,361353,373854,E02003880
2731,112970,2731,405362,372622,E02004104
2732,111450,2732,364872,372423,E02003883
2733,112961,2733,437559,370465,E02004064
2734,112959,2734,439742,369190,E02004066
2735,111422,2735,341987,368929,E02003796
2736,111396,2736,337641,367814,E02003799
2737,112996,2737,421229,367709,E02004070
2738,111410,2738,370169,366018,E02003813
2739,112950,2739,431151,361173,E02004072
2740,112949,2740,443405,360461,E02004052
2741,111417,2741,370149,354884,E02003832
2742,112968,2742,428804,353596,E02004074
2743,124401,2743,392264,352938,E02006211
2744,111419,2744,364315,352588,E02003839
2745,124390,2745,389920,349170,E02002960
2746,111424,2746,349092,348327,E02003810
2747,112989,2747,436500,347830,E02004039
2748,124399,2748,395310,347787,E02006212
2749,112939,2749,444235,347776,E02006827
2750,124396,2750,395991,341199,E02006215
2751,112991,2751,431642,335735,E02002810
2752,122854,2752,451769,335230,E02005863
2753,112956,2753,432007,333693,E02002816
2754,124426,2754,389975,332681,E02006190
2755,121164,2755,619836,327085,E02005520
2756,124449,2756,426014,323358,E02006140
2757,120642,2757,525377,322235,E02005471
2758,124445,2758,391281,322078,E02006199
2759,112938,2759,428463,321070,E02004125
2760,124392,2760,423188,321059,E02006143
2761,124467,2761,392220,320909,E02006200
2762,120274,2762,448475,319823,E02005350
2763,123574,2763,375168,318705,E02002930
2764,124468,2764,397656,311003,E02006128
2765,124395,2765,402344,309035,E02006130
2766,124408,2766,412110,308740,E02006152
2767,120286,2767,460560,307296,E02002831
2768,120281,2768,456860,306720,E02002830
2769,131945,2769,455621,305316,E02002838
2770,120292,2770,459664,304298,E02002844
2771,110882,2771,516777,303852,E02003238
2772,120277,2772,461697,303796,E02002847
2773,120297,2773,463626,303492,E02002851
2774,124453,2774,387855,303447,E02006181
2775,120298,2775,456926,303150,E02002854
2776,124400,2776,387371,303130,E02006181
2777,104255,2777,406087,300120,E02002131
2778,124437,2778,387193,299966,E02006184
2779,110907,2779,520543,299666,E02003249
2780,104387,2780,394166,298641,E02002171
2781,104259,2781,396475,297274,E02002136
2782,104395,2782,390845,295935,E02002178
2783,103539,2783,407603,294570,E02001843
2784,103855,2784,392052,293709,E02002001
2785,103534,2785,403387,290909,E02001862
2786,103483,2786,412466,289425,E02001870
2787,103503,2787,412281,289312,E02001870
2788,103509,2788,406784,289217,E02001867
2789,104018,2789,400890,288918,E02002065
2790,103854,2790,387795,288592,E02002018
2791,123564,2791,332452,288305,E02006041
2792,104019,2792,396828,287313,E02002071
2793,103493,2793,410002,287014,E02001884
2794,103858,2794,389925,286977,E02002020
2795,103531,2795,404121,286405,E02001890
2796,104012,2796,399328,285485,E02002079
2797,103870,2797,390294,283653,E02002039
2798,103497,2798,407344,282575,E02001918
2799,103519,2799,409336,282527,E02001923
2800,103498,2800,405625,282072,E02001926
2801,103560,2801,407588,281677,E02001930
2802,103514,2802,408461,281334,E02001937
2803,103501,2803,407739,281161,E02001930
2804,103486,2804,408230,280611,E02001937
2805,103562,2805,404071,279908,E02001942
2806,104119,2806,414461,278624,E02002099
2807,103499,2807,402252,278169,E02001950
2808,103500,2808,402115,277846,E02001952
2809,103563,2809,399872,277588,E02001956
2810,122066,2810,489058,276728,E02005648
2811,125764,2811,449544,276564,E02006494
2812,116958,2812,395937,273684,E02006702
2813,116959,2813,396151,271393,E02006705
2814,116957,2814,396992,269908,E02006707
2815,125756,2815,430671,266531,E02006527
2816,124861,2816,584509,265668,E02006275
2817,124802,2817,591870,265552,E02006264
2818,124856,2818,584689,264863,E02006278
2819,116941,2819,349678,258506,E02002907
2820,116999,2820,385658,253699,E02006746
2821,116952,2821,340593,251175,E02002911
2822,109661,2822,506012,250878,E02003624
2823,109690,2823,502967,249781,E02003628
2824,109676,2824,521865,249504,E02003601
2825,124840,2825,618086,246281,E02006248
2826,109694,2826,519948,245713,E02003604
2827,116960,2827,407265,245338,E02006760
2828,116984,2828,403739,244660,E02006762
2829,116932,2829,404291,242975,E02006764
2830,116992,2830,354941,240836,E02002912
2831,110532,2831,480805,240797,E02003468
2832,116936,2832,352513,240767,E02002915
2833,116991,2833,353245,240107,E02002918
2834,110517,2834,485623,237130,E02003479
2835,110484,2835,469857,233403,E02003652
2836,117504,2836,520472,232327,E02004915
2837,117537,2837,520873,231504,E02004916
2838,117499,2838,518064,230727,E02004918
2839,117554,2839,535884,229654,E02004878
2840,109662,2840,500729,229074,E02003637
2841,109709,2841,506541,225727,E02003260
2842,109686,2842,505321,225596,E02003259
2843,117530,2843,526093,225230,E02004947
2844,109689,2844,491908,224973,E02003639
2845,115382,2845,597973,224640,E02004514
2846,117534,2846,525561,224353,E02004950
2847,109713,2847,509756,223758,E02003269
2848,115772,2848,395666,223661,E02004603
2849,117518,2849,525831,222832,E02004953
2850,109707,2850,511380,222627,E02003273
2851,110533,2851,488072,222311,E02003658
2852,117594,2852,548369,221288,E02004880
2853,117577,2853,549012,219777,E02004885
2854,115720,2854,385667,217614,E02004642
2855,110488,2855,482890,212964,E02003668
2856,110497,2856,481861,211829,E02003671
2857,117552,2857,507193,209709,E02004862
2858,117555,2858,514425,209661,E02004929
2859,115238,2859,570112,208776,E02004490
2860,117557,2860,503602,207804,E02004866
2861,123236,2861,427660,207467,E02006005
2862,117578,2862,499207,207052,E02004869
2863,117500,2863,505108,206709,E02004873
2864,115775,2864,380802,206049,E02004655
2865,115723,2865,383682,205836,E02004654
2866,102058,2866,534539,198919,E02000280
2867,115758,2867,375444,198723,E02004664
2868,102049,2868,533134,197520,E02000285
2869,102052,2869,534676,197189,E02000288
2870,102048,2870,532660,196786,E02000284
2871,132256,2871,530985,196131,E02000289
2872,102045,2872,532148,193892,E02000302
2873,103097,2873,539369,193857,E02000897
2874,102055,2874,533405,193668,E02000303
2875,115322,2875,576104,193520,E02004430
2876,101362,2876,526022,193124,E02000035
2877,102860,2877,540024,192805,E02000751
2878,102053,2878,531090,192526,E02000312
2879,101345,2879,527853,192405,E02000038
2880,102056,2880,529904,192375,E02000308
2881,101361,2881,526058,192177,E02000042
2882,102852,2882,539868,191750,E02000901
2883,110500,2883,484260,191364,E02003712
2884,102854,2884,540912,191083,E02000759
2885,101364,2885,521928,190571,E02000049
2886,102861,2886,544699,190369,E02000756
2887,102849,2887,542915,190310,E02000758
2888,103094,2888,538394,190293,E02000904
2889,102850,2889,543973,190161,E02000760
2890,102156,2890,528180,189842,E02000410
2891,103106,2891,538138,189746,E02000907
2892,115237,2892,570983,189628,E02004438
2893,131757,2893,532381,189320,E02000415
2894,103100,2894,535903,189267,E02000908
2895,103103,2895,537693,189250,E02000910
2896,133405,2896,545026,188695,E02000763
2897,102153,2897,530709,188684,E02000424
2898,102154,2898,529449,188604,E02000429
2899,102157,2899,534098,188572,E02000425
2900,102851,2900,541203,188279,E02000768
2901,103101,2901,539160,188230,E02000913
2902,102857,2902,543321,188179,E02006924
2903,103105,2903,536724,188142,E02000912
2904,100282,2904,533481,187911,E02000345
2905,102239,2905,514224,187316,E02000459
2906,100459,2906,529090,187296,E02000557
2907,102858,2907,547083,187196,E02006800
2908,101247,2908,549215,187064,E02000007
2909,131690,2909,530684,187037,E02000556
2910,101245,2910,548825,186950,E02000005
2911,100059,2911,528379,186191,E02000168
2912,100279,2912,532879,186072,E02000356
2913,100056,2913,528267,186049,E02000166
2914,100050,2914,528369,186019,E02000166
2915,100053,2915,528962,185931,E02000168
2916,100052,2916,524402,185633,E02000170
2917,100453,2917,529750,185518,E02000563
2918,100455,2918,531721,185476,E02000566
2919,102776,2919,542764,185163,E02000718
2920,101943,2920,512687,184974,E02000240
2921,100285,2921,535492,184933,E02000363
2922,101241,2922,545828,184731,E02000012
2923,100054,2923,529441,184659,E02000180
2924,100284,2924,535046,184634,E02000361
2925,102786,2925,540773,184542,E02000721
2926,100049,2926,528159,184498,E02000177
2927,102782,2927,542240,184286,E02000723
2928,102787,2928,540513,184161,E02000730
2929,109319,2929,370601,183793,E02003095
2930,101564,2930,522218,183549,E02000123
2931,102778,2931,540718,183445,E02000735
2932,100051,2932,529555,183356,E02000187
2933,100277,2933,533829,183266,E02000368
2934,101154,2934,525469,183256,E02000961
2935,100457,2935,531007,183248,E02000572
2936,102449,2936,507810,183194,E02000510
2937,100972,2937,534550,182928,E02000868
2938,100055,2938,529642,182873,E02000187
2939,100975,2939,536855,182784,E02000867
2940,100967,2940,535529,182654,E02000870
2941,101940,2941,513180,182618,E02000247
2942,100458,2942,532888,182441,E02000576
2943,100965,2943,538190,182375,E02000871
2944,102784,2944,539444,182328,E02000740
2945,101939,2945,515266,182151,E02000253
2946,101934,2946,514424,181988,E02000249
2947,100973,2947,534690,181987,E02000876
2948,102777,2948,539951,181893,E02000743
2949,110078,2949,499110,181841,E02003411
2950,109324,2950,372687,181808,E02003097
2951,100503,2951,523952,181650,E02000578
2952,100977,2952,535821,181528,E02000882
2953,100966,2953,538021,181467,E02000881
2954,100978,2954,535328,181182,E02000885
2955,101941,2955,518894,181164,E02000257
2956,146820,2956,498037,181155,E02003411
2957,100642,2957,531386,180308,E02006801
2958,101928,2958,512936,180128,E02000260
2959,110102,2959,451908,179635,E02003367
2960,110084,2960,499084,179540,E02003416
2961,100859,2961,531562,179260,E02006802
2962,131310,2962,516042,179215,E02000272
2963,100849,2963,532857,179036,E02000812
2964,102451,2964,508630,178733,E02000523
2965,100502,2965,527685,178707,E02000588
2966,115239,2966,561881,178571,E02003311
2967,102545,2967,517147,178506,E02000531
2968,100974,2968,538426,178457,E02000893
2969,100183,2969,544831,178057,E02000319
2970,100625,2970,530793,178036,E02000621
2971,100740,2971,536445,177315,E02006798
2972,100193,2972,538590,177088,E02006931
2973,100627,2973,531881,176931,E02000622
2974,100748,2974,537032,176920,E02000657
2975,110086,2975,495200,176738,E02003432
2976,100857,2976,535096,176433,E02000829
2977,100190,2977,540856,175919,E02006927
2978,100750,2978,537237,175236,E02000666
2979,102929,2979,519020,174697,E02000789
2980,102539,2980,512912,174456,E02000546
2981,100182,2981,542250,174421,E02000341
2982,118785,2982,553232,173727,E02005030
2983,100637,2983,529156,173718,E02000640
2984,110062,2984,475300,173361,E02003443
2985,110063,2985,465536,173322,E02003371
2986,118933,2986,565876,173278,E02005057
2987,118928,2987,563003,173050,E02005060
2988,118788,2988,562828,172592,E02005060
2989,131969,2989,393656,172558,E02006655
2990,101053,2990,527431,172548,E02000949
2991,100742,2991,538361,172407,E02000682
2992,100741,2992,535005,172368,E02000680
2993,110107,2993,469319,172237,E02003403
2994,100745,2994,535796,172139,E02000679
2995,109327,2995,359228,172090,E02006887
2996,118879,2996,566808,172052,E02005062
2997,100752,2997,539024,171621,E02000682
2998,102673,2998,524833,171489,E02000690
2999,100638,2999,530893,171230,E02000647
3000,100743,3000,537552,171151,E02000686
3001,100624,3001,532224,171065,E02000648
3002,131280,3002,532588,170889,E02000194
3003,102681,3003,523764,170414,E02000692
3004,102683,3004,523684,169946,E02000698
3005,110060,3005,479943,169811,E02003448
3006,110069,3006,487225,169706,E02003354
3007,125311,3007,510358,169575,E02006412
3008,102679,3008,524743,169223,E02000699
3009,109331,3009,360983,168680,E02003058
3010,102674,3010,522579,168610,E02000704
3011,110071,3011,484780,167311,E02003360
3012,118908,3012,575287,167305,E02003334
3013,110048,3013,464767,166788,E02003381
3014,109328,3014,375688,166711,E02002988
3015,101814,3015,532461,166335,E02000213
3016,101823,3016,535681,165164,E02000219
3017,101676,3017,546558,165140,E02000161
3018,101811,3018,533615,165122,E02000216
3019,103013,3019,527515,164392,E02000854
3020,102599,3020,517780,163323,E02000617
3021,116422,3021,457615,162391,E02004678
3022,103009,3022,530067,162365,E02000863
3023,101821,3023,531024,162230,E02000230
3024,110068,3024,484947,162023,E02003366
3025,109329,3025,373516,161719,E02003003
3026,116430,3026,447386,161364,E02004677
3027,116433,3027,481123,160528,E02004752
3028,116442,3028,482956,160182,E02004751
3029,118898,3029,614417,159483,E02005022
3030,118882,3030,571882,158307,E02005153
3031,116447,3031,485850,158086,E02004802
3032,125314,3032,497577,158022,E02006464
3033,118897,3033,569778,157407,E02006833
3034,125275,3034,517494,157243,E02006365
3035,118836,3035,575292,156397,E02005073
3036,116446,3036,485148,156379,E02004806
3037,118840,3037,616129,156292,E02005025
3038,118884,3038,615323,155825,E02006855
3039,118835,3039,576678,154844,E02005077
3040,116436,3040,479448,153921,E02004758
3041,116448,3041,486924,153318,E02004808
3042,116440,3042,463638,153151,E02004683
3043,116412,3043,480620,153043,E02004757
3044,125278,3044,527487,151689,E02006384
3045,116478,3045,461306,151187,E02004688
3046,116432,3046,462911,151085,E02004686
3047,126510,3047,386908,150891,E02006691
3048,116427,3048,461850,150880,E02004688
3049,116441,3049,461912,150149,E02004693
3050,125271,3050,488854,149824,E02006357
3051,123862,3051,378326,149364,E02006049
3052,125315,3052,485617,149105,E02006439
3053,125281,3053,515892,148846,E02006371
3054,118903,3054,559451,148561,E02005157
3055,116502,3055,446523,147577,E02004694
3056,116431,3056,434923,146493,E02004817
3057,118843,3057,558333,145666,E02005161
3058,125249,3058,498373,145592,E02006443
3059,116405,3059,434755,145204,E02004818
3060,125273,3060,529037,143173,E02006391
3061,118806,3061,631484,142361,E02005052
3062,118832,3062,601952,142258,E02005000
3063,126458,3063,416090,141740,E02006663
3064,118931,3064,630305,141711,E02005051
3065,118790,3065,558237,141498,E02005163
3066,118789,3066,558061,140816,E02005168
3067,125259,3067,505866,139356,E02006451
3068,126088,3068,537607,139072,E02006607
3069,126089,3069,540228,138069,E02006606
3070,126071,3070,525222,137231,E02006577
3071,123878,3071,329822,136153,E02006073
3072,126095,3072,525810,136066,E02006581
3073,126098,3073,525439,135553,E02006580
3074,116426,3074,434933,135019,E02004822
3075,114591,3075,564091,131606,E02004407
3076,116438,3076,447035,131511,E02004831
3077,126473,3077,416173,131347,E02006672
3078,126064,3078,515640,130782,E02006594
3079,126066,3079,518708,130746,E02006591
3080,126065,3080,518760,130273,E02006595
3081,116468,3081,445895,129033,E02004837
3082,123883,3082,325577,126720,E02006104
3083,113882,3083,381291,126572,E02004255
3084,113512,3084,271441,125293,E02004187
3085,126068,3085,508521,125290,E02006597
3086,126085,3086,533941,124728,E02006613
3087,114588,3087,572903,123626,E02004392
3088,114590,3088,547692,121556,E02004411
3089,114587,3089,560060,121082,E02004413
3090,126101,3090,529682,120172,E02006614
3091,116411,3091,444051,120097,E02004713
3092,116445,3092,445273,119981,E02004715
3093,114594,3093,538730,117387,E02004379
3094,116507,3094,443481,116479,E02004828
3095,116469,3095,442305,115975,E02003549
3096,116424,3096,457114,115933,E02004839
3097,114584,3097,573511,115839,E02004397
3098,126087,3098,530922,115188,E02006620
3099,113875,3099,378725,115024,E02004258
3100,123875,3100,336117,114186,E02006093
3101,116450,3101,439331,113847,E02003563
3102,116453,3102,437586,113818,E02003560
3103,113853,3103,405776,113561,E02004243
3104,113548,3104,295118,113431,E02004168
3105,116437,3105,469810,113173,E02004710
3106,126092,3106,517593,111759,E02006601
3107,123893,3107,344862,110172,E02006095
3108,114598,3108,541971,109666,E02004383
3109,114608,3109,530717,108617,E02003491
3110,116413,3110,447471,108416,E02004726
3111,116473,3111,470389,108308,E02004767
3112,116428,3112,468706,107839,E02004768
3113,114612,3113,575308,107789,E02004402
3114,116419,3114,450481,107615,E02004732
3115,114579,3115,531232,107295,E02003494
3116,116466,3116,455017,107235,E02004729
3117,116506,3117,467649,107195,E02004772
3118,114580,3118,530794,107134,E02003494
3119,116504,3119,440221,107007,E02004787
3120,113888,3120,388144,106922,E02004261
3121,113502,3121,302041,106710,E02004170
3122,114606,3122,528137,106649,E02003497
3123,116475,3123,472653,106459,E02004775
3124,126069,3124,476518,106288,E02006567
3125,114607,3125,528269,106172,E02003506
3126,112045,3126,221536,105966,E02003931
3127,114611,3127,529812,105778,E02003501
3128,116418,3128,461577,105150,E02004738
3129,114581,3129,536239,103942,E02003523
3130,126094,3130,515107,103787,E02006625
3131,114592,3131,557960,103728,E02004423
3132,126081,3132,506898,103538,E02006546
3133,126093,3133,515903,103498,E02006629
3134,131669,3134,561481,103397,E02004356
3135,126096,3135,510442,103005,E02006633
3136,116498,3136,456112,102881,E02004739
3137,113861,3137,408909,102286,E02004248
3138,113884,3138,347892,101937,E02004271
3139,113854,3139,406976,100735,E02004251
3140,113878,3140,407165,100325,E02004251
3141,116505,3141,464522,100311,E02003539
3142,126080,3142,494807,100150,E02006556
3143,116423,3143,472335,100123,E02004778
3144,113863,3144,395957,93504,E02004264
3145,113893,3145,402913,93185,E02003204
3146,113901,3146,333129,92724,E02004273
3147,113553,3147,295386,92055,E02004159
3148,113907,3148,401240,91655,E02003208
3149,113503,3149,313012,89375,E02004139
3150,113855,3150,391395,87012,E02004265
3151,113551,3151,291420,66062,E02003155
3152,113526,3152,291992,65076,E02003158
3153,113520,3153,279691,61152,E02004191
3154,113533,3154,247758,59875,E02003128
3155,113532,3155,248215,55412,E02003144
3156,112041,3156,243237,55276,E02003902
3157,112055,3157,178936,44586,E02003909
3158,112054,3158,169165,42173,E02003919
3159,112067,3159,147010,30978,E02003949
3160,109669,3160,517109,250216,E02003599
3161,116458,3161,444409,114688,E02003556
3162,133725,3162,432822,564310,E02001784
3163,134989,3163,387172,438597,E02005249
3164,108058,3164,431414,438404,E02002352
3165,140569,3165,414095,435459,E02002211
3166,134996,3166,385744,434154,E02005176
3167,134994,3167,380376,433510,E02005179
3168,135003,3168,385489,431834,E02005183
3169,135795,3169,390927,411938,E02001143
3170,132834,3170,342702,408115,E02005310
3171,136432,3171,389991,404601,E02001112
3172,133351,3172,372922,403024,E02001160
3173,135479,3173,341551,399114,E02001327
3174,135122,3174,391993,396038,E02001253
3175,135481,3175,347824,391590,E02001335
3176,142285,3176,369550,311782,E02002935
3177,138869,3177,461023,303753,E02002847
3178,141682,3178,443974,294523,E02005385
3179,136091,3179,400344,293414,E02002052
3180,135035,3180,379285,274910,E02006771
3181,136028,3181,549623,183932,E02000021
3182,135762,3182,527041,176668,E02000926
3183,136010,3183,450752,90461,E02003588
3184,136012,3184,448462,88795,E02003591
3185,135552,3185,448795,88506,E02003591
3186,134283,3186,396031,393888,E02001256
3187,142067,3187,371837,309804,E02002942
3188,132268,3188,487207,158916,E02006423
3189,5502330S,3189,302449,663356,
3190,5480434S,3190,351252,716577,
3191,5447232S,3191,315620,692019,
3192,5447437S,3192,318256,694686,
3193,5102030S,3193,311108,967589,
3194,5102138S,3194,335929,950447,
3195,1070630S,3195,257987,660771,
3196,1070436S,3196,389238,802862,
3197,1070339S,3197,268895,626891,
3198,1070231S,3198,304767,859295,
3199,1070037S,3199,324830,674043,
3200,1070134S,3200,325386,674388,
3201,1004620S,3201,295693,577313,
3202,5110432S,3202,270532,961922,
3203,5109531S,3203,283379,900175,
3204,5109434S,3204,278799,889984,
3205,1003232S,3205,335786,699252,
3206,1003062S,3206,265282,673370,
3207,1002732S,3207,276966,674491,
3208,1004522S,3208,244334,638531,
3209,1004166S,3209,394057,802219,
3210,1003593S,3210,258677,663745,
3211,5135931S,3211,212357,775929,
3212,5135834S,3212,167414,796508,
3213,5135532S,3213,218516,762019,
3214,5143837S,3214,264806,844532,
3215,5143934S,3215,272457,846698,
3216,5142636S,3216,265932,845041,
3217,5142539S,3217,250500,829139,
3218,5142938S,3218,266587,842023,
3219,5142830S,3219,267642,845477,
3220,5142431S,3220,237619,809053,
3221,5120136S,3221,265884,869312,
3222,5119634S,3222,270904,869074,
3223,5119332S,3223,272921,856394,
3224,5119936S,3224,213122,894232,
3225,5119839S,3225,277869,881684,
3226,5119138S,3226,254732,859382,
3227,5119030S,3227,180274,877062,
3228,5130239S,3228,181645,762146,
3229,5128234S,3229,147660,843632,
3230,5123437S,3230,179452,833045,
3231,5213231S,3231,368286,863713,
3232,5210038S,3232,321121,861389,
3233,5208939S,3233,326946,842954,
3234,5222133S,3234,399308,848265,
3235,5221234S,3235,372505,849693,
3236,5220734S,3236,412768,846515,
3237,5219736S,3237,399182,866438,
3238,5153131S,3238,287506,855694,
3239,5153239S,3239,222980,956530,
3240,5150132S,3240,303844,828236,
3241,5146038S,3241,275854,800431,
3242,5208831S,3242,343524,850937,
3243,5208734S,3243,342247,865174,
3244,5203139S,3244,322872,870049,
3245,5202736S,3245,320835,863410,
3246,5203031S,3246,303780,858210,
3247,5202930S,3247,334355,858290,
3248,5235839S,3248,388584,803063,
3249,5235634S,3249,393384,810445,
3250,5234034S,3250,389063,809630,
3251,5233038S,3251,373079,816838,
3252,5232937S,3252,383018,807267,
3253,5232333S,3253,380095,827447,
3254,5246237S,3254,392663,811379,
3255,5243432S,3255,389291,805944,
3256,5243335S,3256,389469,812786,
3257,5244439S,3257,393083,806234,
3258,5244234S,3258,391213,807943,
3259,5243238S,3259,392981,805736,
3260,5231639S,3260,377316,821453,
3261,5231132S,3261,396864,829834,
3262,5230934S,3262,357401,815849,
3263,5231434S,3263,352989,840299,
3264,6103030S,3264,434493,1155656,
3265,6003834S,3265,365165,1026070,
3266,6003532S,3266,326218,1009865,
3267,6003036S,3267,343678,1048484,
3268,6003230S,3268,366612,1040653,
3269,6204139S,3269,115041,900203,
3270,6203132S,3270,66013,798433,
3271,6104134S,3271,454263,1162187,
3272,6103731S,3272,451292,1190812,
3273,6103839S,3273,442348,1123791,
3274,6103138S,3274,460854,1208995,
3275,6103634S,3275,448000,1140876,
3276,6103332S,3276,435777,1168238,
3277,5941032S,3277,297883,575477,
3278,5939232S,3278,298281,576725,
3279,5939038S,3279,297220,576469,
3280,5939739S,3280,288370,595655,
3281,5939631S,3281,277705,610391,
3282,6002730S,3282,345641,1010515,
3283,5948630S,3283,313461,582466,
3284,5948738S,3284,308874,604829,
3285,5948533S,3285,336040,584850,
3286,5948339S,3286,319447,566304,
3287,8210039S,3287,224617,642372,
3288,8200831S,3288,202339,630743,
3289,8130434S,3289,208502,663361,
3290,8110638S,3290,150519,755448,
3291,8111030S,3291,186543,687202,
3292,8110336S,3292,186154,729253,
3293,8110239S,3293,217434,678202,
3294,8110530S,3294,186506,668454,
3295,8110034S,3295,172049,619708,
3296,8110131S,3296,97695,747598,
3297,8215030S,3297,234248,638145,
3298,8214638S,3298,223873,642547,
3299,8215138S,3299,231645,640418,
3300,6233139S,3300,142809,932857,
3301,6233430S,3301,78113,849898,
3302,8109931S,3302,130823,659652,
3303,8238030S,3303,235733,621252,
3304,8237832S,3304,233204,631531,
3305,8236739S,3305,229286,609632,
3306,8236534S,3306,219196,597618,
3307,8236836S,3307,235625,626313,
3308,8235538S,3308,233530,622124,
3309,8236232S,3309,235472,619446,
3310,8235732S,3310,234447,619907,
3311,8280533S,3311,233097,621017,
3312,8300135S,3312,250197,671676,
3313,8244138S,3313,247761,605976,
3314,8243131S,3314,255043,622649,
3315,8243239S,3315,256352,619976,
3316,8217831S,3316,229977,643657,
3317,8215839S,3317,220846,659468,
3318,8215634S,3318,232460,652800,
3319,8216134S,3319,225856,641784,
3320,8224234S,3320,241789,637742,
3321,8224730S,3321,242841,646102,
3322,8224633S,3322,243733,638642,
3323,8223831S,3323,250123,637480,
3324,8342334S,3324,268528,669892,
3325,8342032S,3325,260055,670687,
3326,8340030S,3326,262628,670486,
3327,8337632S,3327,266895,673499,
3328,8338132S,3328,265142,672596,
3329,8337934S,3329,265005,673578,
3330,8358532S,3330,271189,678267,
3331,8358931S,3331,273177,673974,
3332,8357331S,3332,274678,673227,
3333,8357439S,3333,275013,674081,
3334,8304734S,3334,231638,681308,
3335,8304238S,3335,240745,677066,
3336,8304831S,3336,239061,679381,
3337,8304130S,3337,240431,675566,
3338,8325936S,3338,255996,671658,
3339,8325731S,3339,253567,675234,
3340,8325634S,3340,253458,673000,
3341,8314136S,3341,249279,671374,
3342,5533538S,3342,330450,673027,
3343,5533430S,3343,328075,669588,
3344,5533937S,3344,319438,670148,
3345,5533732S,3345,319923,675291,
3346,5533031S,3346,328656,672525,
3347,5532930S,3347,328120,668471,
3348,5533236S,3348,327271,675536,
3349,5533139S,3349,325138,672197,
3350,5532531S,3350,325838,674822,
3351,5532434S,3351,321859,676339,
3352,5532736S,3352,319512,671632,
3353,5532639S,3353,322817,669783,
3354,5531934S,3354,329222,671302,
3355,5532132S,3355,318605,673220,
3356,5531632S,3356,323810,674859,
3357,5531438S,3357,324290,672707,
3358,5541638S,3358,316391,666780,
3359,5540739S,3359,317586,667860,
3360,5534232S,3360,325292,672933,
3361,5534038S,3361,319431,671836,
3362,5534631S,3362,323241,672524,
3363,5534534S,3363,325550,676618,
3364,5518334S,3364,313687,677862,
3365,5583330S,3365,323882,673328,
3366,5583438S,3366,323512,674095,
3367,5582636S,3367,366674,678771,
3368,5582237S,3368,310942,670950,
3369,5582334S,3369,334842,672953,
3370,5581230S,3370,323119,673722,
3371,5581931S,3371,323629,671604,
3372,5580730S,3372,323551,675220,
3373,5581036S,3373,321732,669477,
3374,5580439S,3374,318950,675952,
3375,5580633S,3375,324886,674847,
3376,5556139S,3376,339479,674383,
3377,5556031S,3377,355136,684643,
3378,5556236S,3378,340476,672535,
3379,5616530S,3379,358455,638557,
3380,5601932S,3380,325133,639698,
3381,5584221S,3381,326986,674833,
3382,5583535S,3382,325485,673186,
3383,5583837S,3383,321781,674025,
3384,5583632S,3384,324017,671441,
3385,5547938S,3385,324189,661399,
3386,5546532S,3386,330190,665077,
