,URN,zonei,east,north,MSOA
10506,117365,10506,506834,205514,E02004875
10507,115539,10507,380325,205502,E02004655
10508,115581,10508,380325,205502,E02004655
10509,123212,10509,451134,205392,E02005951
10510,123076,10510,471033,205366,E02005960
10511,137410,10511,384848,205312,E02004656
10512,136855,10512,570773,205309,E02004496
10513,137971,10513,570773,205309,E02004496
10514,114992,10514,577251,205255,E02004500
10515,138782,10515,386763,205238,E02004656
10516,115572,10516,382639,205203,E02004654
10517,115628,10517,415691,205144,E02004623
10518,117396,10518,530133,205045,E02004994
10519,145601,10519,543584,205044,E02004528
10520,144432,10520,457247,205040,E02005959
10521,147360,10521,383184,205026,E02004654
10522,115541,10522,385424,204995,E02004656
10523,117108,10523,505650,204968,E02004873
10524,135528,10524,513765,204932,E02004943
10525,146048,10525,478701,204931,E02003697
10526,115281,10526,550411,204911,E02004527
10527,123213,10527,452453,204903,E02005953
10528,117418,10528,506854,204848,E02004875
10529,139777,10529,454719,204815,E02005952
10530,115565,10530,384608,204782,E02004657
10531,114898,10531,573334,204781,E02004497
10532,114913,10532,573334,204781,E02004497
10533,143124,10533,572175,204739,E02004498
10534,146815,10534,453177,204691,E02005953
10535,123142,10535,451479,204648,E02005951
10536,117326,10536,536546,204616,E02004847
10537,123172,10537,455272,204593,E02005952
10538,141833,10538,427187,204518,E02006004
10539,117146,10539,517747,204490,E02004941
10540,140556,10540,454413,204488,E02005952
10541,117570,10541,524264,204426,E02004994
10542,114996,10542,571498,204411,E02004498
10543,110434,10543,481536,204361,E02003696
10544,139643,10544,363747,204339,E02004634
10545,123146,10545,446313,204337,E02005978
10546,115504,10546,388991,204321,E02004652
10547,110428,10547,490656,204278,E02003676
10548,115697,10548,355841,204256,E02004631
10549,141573,10549,570681,204243,E02004499
10550,146980,10550,570681,204243,E02004499
10551,139477,10551,454536,204171,E02005954
10552,143534,10552,480876,204047,E02003696
10553,146230,10553,554657,204042,E02004530
10554,114869,10554,564133,203955,E02004495
10555,117187,10555,517456,203939,E02004941
10556,115678,10556,388878,203836,E02004658
10557,115615,10557,401469,203797,E02004620
10558,147413,10558,599246,203739,E02004560
10559,142140,10559,431594,203732,E02006007
10560,136857,10560,501517,203731,E02004876
10561,146139,10561,556429,203729,E02004529
10562,139545,10562,534377,203715,E02004848
10563,143856,10563,536356,203707,E02004850
10564,117235,10564,514403,203686,E02004942
10565,110298,10565,493031,203685,E02003676
10566,117492,10566,534712,203668,E02004848
10567,117489,10567,517545,203658,E02004941
10568,117452,10568,514696,203638,E02004942
10569,115573,10569,384407,203612,E02004657
10570,115688,10570,380759,203608,E02004659
10571,117334,10571,534211,203580,E02004851
10572,123139,10572,454456,203559,E02005954
10573,115651,10573,420128,203507,E02004619
10574,140983,10574,439791,203489,E02006007
10575,115674,10575,391273,203473,E02004652
10576,144959,10576,509729,203470,E02004956
10577,117243,10577,531707,203436,E02004849
10578,141990,10578,495672,203396,E02003677
10579,135266,10579,381271,203390,E02004659
10580,115635,10580,363128,203314,E02004634
10581,146278,10581,453130,203310,E02005954
10582,115544,10582,386318,203291,E02004657
10583,115698,10583,394596,203251,E02004624
10584,139165,10584,364350,203201,E02004634
10585,117283,10585,506724,203199,E02004877
10586,117233,10586,536416,203105,E02004850
10587,117272,10587,536416,203105,E02004850
10588,117302,10588,534592,203097,E02004851
10589,123106,10589,434258,203068,E02006007
10590,139480,10590,454693,203064,E02005955
10591,115197,10591,571118,202992,E02004501
10592,115000,10592,578666,202948,E02004500
10593,146380,10593,455373,202947,E02005956
10594,114887,10594,571106,202942,E02004501
10595,123130,10595,462976,202879,E02005961
10596,115509,10596,389848,202877,E02004658
10597,115536,10597,374291,202866,E02004653
10598,110523,10598,497086,202860,E02003678
10599,139985,10599,455849,202807,E02005957
10600,115095,10600,547703,202668,E02004532
10601,115704,10601,384063,202656,E02004660
10602,147879,10602,531974,202631,E02004849
10603,117379,10603,535984,202627,E02004852
10604,115677,10604,389181,202617,E02004658
10605,110217,10605,496322,202606,E02003678
10606,138774,10606,453887,202584,E02005955
10607,117415,10607,535021,202574,E02004853
10608,135328,10608,545587,202513,E02004531
10609,117367,10609,535684,202512,E02004852
10610,141816,10610,424388,202506,E02006004
10611,144433,10611,458093,202492,E02005959
10612,146195,10612,554631,202455,E02004530
10613,117083,10613,509497,202438,E02004956
10614,117569,10614,528059,202435,E02004995
10615,110309,10615,495633,202388,E02003677
10616,117567,10616,526202,202380,E02004994
10617,146381,10617,455414,202364,E02005957
10618,115681,10618,402079,202332,E02004621
10619,140744,10619,583700,202308,E02004561
10620,117565,10620,530541,202288,E02004995
10621,117366,10621,534266,202237,E02004853
10622,115673,10622,407219,202197,E02004619
10623,110243,10623,498766,202167,E02003676
10624,115690,10624,386974,202129,E02004660
10625,114929,10625,560126,202021,E02004464
10626,145969,10626,512091,202003,E02004943
10627,131456,10627,518282,201989,E02004899
10628,115610,10628,361780,201986,E02004634
10629,123177,10629,452155,201930,E02005979
10630,142254,10630,590872,201916,E02004561
10631,117255,10631,536321,201818,E02004852
10632,115622,10632,415605,201775,E02004623
10633,123223,10633,447652,201753,E02005980
10634,123031,10634,468799,201717,E02005962
10635,115526,10635,367627,201713,E02004662
10636,145408,10636,377112,201683,E02004659
10637,117369,10637,524548,201674,E02004896
10638,123105,10638,428521,201659,E02006007
10639,123219,10639,444369,201634,E02005978
10640,117441,10640,504303,201590,E02004876
10641,138215,10641,523524,201580,E02004897
10642,146242,10642,566646,201557,E02004502
10643,135985,10643,402905,201476,E02004621
10644,117428,10644,535788,201416,E02004854
10645,146922,10645,508719,201365,E02004957
10646,115614,10646,403871,201335,E02004620
10647,117370,10647,525902,201310,E02004896
10648,115689,10648,385045,201284,E02004660
10649,140721,10649,489750,201263,E02003680
10650,117178,10650,509091,201252,E02004957
10651,110247,10651,487199,201195,E02003680
10652,145069,10652,495819,201174,E02003679
10653,115113,10653,576990,201151,E02004500
10654,117371,10654,526919,201123,E02004898
10655,123036,10655,474880,201077,E02005962
10656,117564,10656,522316,201060,E02004899
10657,144907,10657,510655,201041,E02004968
10658,117429,10658,536413,201038,E02004854
10659,145605,10659,545683,201002,E02004532
10660,137373,10660,384064,200989,E02004660
10661,138288,10661,511676,200974,E02004957
10662,123126,10662,475423,200958,E02005962
10663,115310,10663,540783,200954,E02004533
10664,147265,10664,538737,200876,E02004533
10665,141547,10665,387144,200867,E02004660
10666,146326,10666,402118,200848,E02004622
10667,117340,10667,512115,200791,E02004970
10668,110304,10668,487214,200695,E02003680
10669,145992,10669,539917,200634,E02004533
10670,117092,10670,536228,200633,E02004855
10671,123063,10671,446938,200607,E02005980
10672,115707,10672,380050,200588,E02004659
10673,144341,10673,496818,200585,E02003679
10674,117496,10674,524616,200573,E02004896
10675,123198,10675,461829,200553,E02005961
10676,142252,10676,588524,200536,E02004561
10677,123161,10677,449195,200490,E02005980
10678,117150,10678,518991,200467,E02004899
10679,117324,10679,510139,200423,E02004968
10680,117417,10680,508011,200398,E02004958
10681,110237,10681,492924,200354,E02003676
10682,114904,10682,584668,200333,E02004561
10683,117180,10683,535648,200321,E02004855
10684,117091,10684,536941,200239,E02004855
10685,115559,10685,359588,200184,E02004635
10686,117317,10686,510231,200179,E02004969
10687,115282,10687,539648,200172,E02004534
10688,117168,10688,510284,200108,E02004969
10689,115637,10689,383875,200036,E02004663
10690,115574,10690,374093,199989,E02004661
10691,145729,10691,374093,199989,E02004661
10692,145422,10692,482504,199975,E02003697
10693,110479,10693,495857,199968,E02003681
10694,115636,10694,411846,199959,E02004619
10695,114909,10695,564571,199942,E02004465
10696,145607,10696,402908,199899,E02004624
10697,145033,10697,497029,199861,E02003681
10698,115202,10698,572925,199822,E02004502
10699,115676,10699,375480,199803,E02004661
10700,110468,10700,483979,199668,E02003697
10701,115578,10701,375317,199641,E02004661
10702,123131,10702,456387,199612,E02005963
10703,117383,10703,515753,199587,E02004900
10704,101981,10704,534602,199562,E02000280
10705,115193,10705,564449,199547,E02004465
10706,138507,10706,511688,199532,E02004970
10707,140180,10707,595786,199521,E02004560
10708,117303,10708,517094,199511,E02004900
10709,101998,10709,534947,199455,E02000278
10710,123154,10710,439010,199448,E02005984
10711,143207,10711,368279,199446,E02004662
10712,145524,10712,421595,199443,E02004623
10713,145999,10713,545239,199393,E02004536
10714,123157,10714,452274,199381,E02005980
10715,146903,10715,508903,199314,E02004974
10716,145353,10716,510431,199297,E02004971
10717,141898,10717,515282,199285,E02004900
10718,123124,10718,473076,199266,E02005962
10719,145986,10719,536511,199252,E02000279
10720,146723,10720,504288,199247,E02004958
10721,110353,10721,497111,199163,E02003681
10722,145352,10722,509805,199150,E02004971
10723,102031,10723,535716,199064,E02000278
10724,123085,10724,450041,199045,E02005981
10725,110294,10725,497082,199042,E02003681
10726,115120,10726,568973,198990,E02004502
10727,102027,10727,531794,198989,E02000280
10728,114945,10728,557071,198989,E02004464
10729,110457,10729,492018,198969,E02003676
10730,117163,10730,511293,198969,E02004972
10731,110244,10731,489684,198939,E02003680
10732,146920,10732,558852,198876,E02004464
10733,114969,10733,558936,198875,E02004464
10734,146481,10734,460189,198702,E02005964
10735,102028,10735,534178,198690,E02000280
10736,145350,10736,510206,198666,E02004971
10737,143200,10737,536204,198589,E02000279
10738,117162,10738,511184,198575,E02004973
10739,102002,10739,536770,198543,E02000279
10740,147488,10740,497320,198447,E02003681
10741,101994,10741,526427,198404,E02000287
10742,115657,10742,379159,198402,E02004659
10743,140307,10743,440293,198334,E02005984
10744,145985,10744,533965,198317,E02000281
10745,135265,10745,449847,198313,E02005983
10746,110216,10746,501627,198304,E02003676
10747,110393,10747,483739,198275,E02003698
10748,117562,10748,518969,198205,E02004901
10749,137920,10749,450574,198191,E02005982
10750,146123,10750,511621,198158,E02004972
10751,145968,10751,535711,198153,E02000282
10752,147283,10752,517235,198146,E02004900
10753,140447,10753,580605,198122,E02004503
10754,138583,10754,498793,198087,E02003683
10755,115685,10755,383819,198059,E02004663
10756,117374,10756,510106,198052,E02004974
10757,115501,10757,387995,198046,E02004625
10758,117311,10758,509993,198035,E02004974
10759,115535,10759,394453,198028,E02004625
10760,110424,10760,497523,197994,E02003682
10761,143199,10761,532995,197977,E02000281
10762,138381,10762,535211,197901,E02000282
10763,145600,10763,539967,197894,E02004535
10764,102034,10764,532321,197873,E02000280
10765,123073,10765,450757,197857,E02005982
10766,117181,10766,519616,197854,E02004901
10767,123166,10767,449585,197837,E02005983
10768,117293,10768,509190,197809,E02004975
10769,140278,10769,434415,197735,E02005984
10770,110209,10770,479827,197725,E02003702
10771,145990,10771,544363,197709,E02004537
10772,110455,10772,495509,197687,E02003682
10773,123225,10773,450405,197648,E02005982
10774,117099,10774,519520,197642,E02004901
10775,117167,10775,509222,197636,E02004975
10776,123128,10776,471607,197628,E02005965
10777,145351,10777,518573,197624,E02004902
10778,110271,10778,500090,197621,E02003683
10779,101983,10779,534567,197594,E02000281
10780,145201,10780,534567,197594,E02000281
10781,145773,10781,562908,197583,E02004465
10782,117089,10782,512473,197565,E02004903
10783,101318,10783,525232,197563,E02000024
10784,139337,10784,376372,197511,E02004664
10785,102038,10785,532834,197346,E02000284
10786,101984,10786,532249,197316,E02000284
10787,115201,10787,581237,197315,E02004503
10788,115240,10788,580865,197287,E02004503
10789,115200,10789,581307,197274,E02004503
10790,110300,10790,490706,197248,E02006823
10791,145606,10791,398974,197245,E02004624
10792,115664,10792,410031,197231,E02004619
10793,102005,10793,534629,197220,E02000288
10794,110268,10794,489821,197214,E02006823
10795,110328,10795,486021,197212,E02003698
10796,102033,10796,535271,197210,E02000282
10797,102029,10797,533105,197208,E02000284
10798,117466,10798,519694,197128,E02004901
10799,101316,10799,523772,197077,E02000024
10800,123080,10800,449168,197076,E02005983
10801,115629,10801,415492,197020,E02004623
10802,115295,10802,544325,196987,E02004537
10803,145245,10803,487409,196974,E02003698
10804,140954,10804,510276,196971,E02004975
10805,143202,10805,536016,196954,E02000283
10806,115159,10806,595071,196933,E02004562
10807,115151,10807,556929,196901,E02004469
10808,123155,10808,445790,196870,E02005980
10809,115305,10809,581502,196860,E02004504
10810,101279,10810,523906,196826,E02000024
10811,143969,10811,463727,196811,E02005964
10812,101289,10812,526921,196783,E02000025
10813,146001,10813,542211,196740,E02004538
10814,110467,10814,478631,196717,E02003699
10815,142221,10815,511017,196709,E02004976
10816,115650,10816,404480,196707,E02004624
10817,110335,10817,488614,196662,E02003698
10818,138203,10818,535371,196589,E02000288
10819,117132,10819,507641,196572,E02004958
10820,117183,10820,520707,196572,E02004904
10821,115309,10821,544345,196568,E02004537
10822,117219,10822,520140,196549,E02004906
10823,139507,10823,503585,196533,E02004960
10824,101272,10824,526107,196508,E02000025
10825,101993,10825,533756,196492,E02000292
10826,145604,10826,546641,196485,E02004536
10827,142862,10827,520037,196483,E02004906
10828,101999,10828,530834,196478,E02000289
10829,123087,10829,448967,196458,E02005985
10830,117156,10830,511345,196450,E02004976
10831,110429,10831,492521,196409,E02006823
10832,102014,10832,535099,196350,E02000288
10833,101328,10833,527895,196294,E02000026
10834,114856,10834,577095,196290,E02004505
10835,136734,10835,567807,196259,E02004424
10836,131907,10836,488886,196245,E02006824
10837,117159,10837,510223,196236,E02004977
10838,110342,10838,476464,196221,E02003699
10839,117158,10839,510580,196213,E02004977
10840,102036,10840,535756,196174,E02000288
10841,117098,10841,501958,196173,E02004960
10842,117195,10842,520982,196122,E02004904
10843,144871,10843,448969,196108,E02005985
10844,114821,10844,595492,196096,E02004562
10845,115695,10845,373669,196068,E02004665
10846,115276,10846,567745,196052,E02004426
10847,117182,10847,519937,196044,E02004906
10848,132164,10848,566595,196021,E02004425
10849,145207,10849,530977,195990,E02000289
10850,101333,10850,525067,195987,E02000027
10851,139709,10851,457234,195984,E02005963
10852,145728,10852,543204,195860,E02004539
10853,144881,10853,549999,195818,E02004529
10854,102024,10854,534127,195811,E02000291
10855,117133,10855,507969,195810,E02004961
10856,145989,10856,543120,195808,E02004539
10857,145984,10857,535987,195797,E02000290
10858,117130,10858,507287,195785,E02004961
10859,117296,10859,513419,195778,E02004907
10860,117160,10860,511221,195730,E02004976
10861,117161,10861,511221,195730,E02004976
10862,140956,10862,509243,195707,E02004978
10863,102054,10863,535458,195673,E02000294
10864,138009,10864,428607,195611,E02005986
10865,115119,10865,571447,195595,E02004502
10866,101301,10866,524264,195593,E02000027
10867,139987,10867,368495,195583,E02004662
10868,101304,10868,523382,195582,E02000027
10869,137992,10869,428431,195581,E02005986
10870,123127,10870,454653,195562,E02005963
10871,137861,10871,513846,195550,E02004907
10872,114902,10872,561857,195544,E02004468
10873,102022,10873,528719,195540,E02000296
10874,117157,10874,512183,195532,E02004979
10875,102025,10875,530594,195529,E02000295
10876,117495,10876,509407,195512,E02004978
10877,117242,10877,512483,195505,E02004907
10878,136364,10878,537956,195499,E02000895
10879,101314,10879,527502,195470,E02000029
10880,137698,10880,562723,195468,E02004466
10881,140828,10881,558420,195453,E02004467
10882,143603,10882,510289,195428,E02004978
10883,117431,10883,517945,195413,E02004905
10884,135903,10884,581041,195330,E02004563
10885,110208,10885,478818,195305,E02003699
10886,138649,10886,525422,195265,E02000027
10887,115183,10887,562325,195258,E02004468
10888,110462,10888,488967,195252,E02006824
10889,117093,10889,502275,195234,E02004960
10890,115655,10890,354045,195233,E02004635
10891,110426,10891,494813,195215,E02006823
10892,101324,10892,527317,195180,E02000029
10893,117488,10893,512803,195177,E02004907
10894,131908,10894,484592,195166,E02003701
10895,117131,10895,507354,195157,E02004961
10896,115041,10896,562651,195140,E02004466
10897,117289,10897,504277,195132,E02004962
10898,117290,10898,509540,195125,E02004978
10899,146862,10899,534411,195023,E02000292
10900,146663,10900,529669,195019,E02000295
10901,139763,10901,560569,195002,E02004468
10902,136952,10902,535378,194940,E02000294
10903,145603,10903,542550,194922,E02004540
10904,117304,10904,506302,194921,E02004959
10905,102003,10905,533517,194889,E02000297
10906,136284,10906,535446,194887,E02000294
10907,144908,10907,511636,194886,E02004979
10908,147281,10908,468795,194866,E02005965
10909,102004,10909,533476,194848,E02000297
10910,131657,10910,529794,194765,E02000295
10911,115307,10911,559516,194753,E02004467
10912,101293,10912,528377,194732,E02000032
10913,136977,10913,559538,194720,E02004467
10914,110297,10914,489854,194681,E02006824
10915,110340,10915,489854,194681,E02006824
10916,117391,10916,513782,194676,E02004907
10917,146728,10917,534706,194606,E02000299
10918,102035,10918,531633,194592,E02000298
10919,123059,10919,447574,194569,E02005987
10920,137054,10920,574814,194551,E02004505
10921,101266,10921,527487,194545,E02000033
10922,114942,10922,568679,194540,E02004426
10923,117090,10923,513903,194522,E02004907
10924,145955,10924,535410,194508,E02000294
10925,115179,10925,559639,194483,E02004470
10926,115184,10926,559639,194483,E02004470
10927,102030,10927,529664,194475,E02000295
10928,115091,10928,590161,194473,E02004566
10929,110403,10929,488244,194460,E02003703
10930,114910,10930,568619,194449,E02004426
10931,101356,10931,529163,194446,E02000032
10932,117088,10932,514883,194421,E02004908
10933,103085,10933,538762,194384,E02000896
10934,123129,10934,457895,194371,E02005964
10935,146859,10935,504514,194240,E02004962
10936,145599,10936,540843,194228,E02004541
10937,101988,10937,535061,194221,E02000299
10938,117448,10938,504526,194183,E02004962
10939,117096,10939,504180,194182,E02004964
10940,131852,10940,485618,194157,E02003701
10941,145522,10941,533834,194136,E02000300
10942,103084,10942,538678,194104,E02000896
10943,137378,10943,585901,194051,E02004564
10944,102037,10944,534676,194044,E02000299
10945,132203,10945,532041,194019,E02000302
10946,101264,10946,528271,194004,E02000033
10947,126297,10947,404451,193999,E02006644
10948,101338,10948,527228,193996,E02000031
10949,123153,10949,454863,193980,E02005963
10950,142772,10950,529082,193961,E02000032
10951,141869,10951,544446,193936,E02004542
10952,134307,10952,533401,193924,E02000303
10953,131815,10953,484556,193919,E02003707
10954,101327,10954,524931,193894,E02000030
10955,114801,10955,567347,193865,E02004427
10956,114884,10956,567347,193865,E02004427
10957,138786,10957,354276,193854,E02004635
10958,101329,10958,526917,193833,E02000031
10959,145421,10959,576091,193813,E02004430
10960,115700,10960,389061,193781,E02004625
10961,110303,10961,489933,193778,E02003704
10962,145256,10962,514829,193774,E02004908
10963,147561,10963,542177,193768,E02004541
10964,144834,10964,575983,193747,E02004430
10965,103036,10965,539324,193740,E02000897
10966,110255,10966,490553,193729,E02003704
10967,140236,10967,519590,193724,E02000037
10968,103081,10968,537559,193679,E02000895
10969,137744,10969,575367,193661,E02004428
10970,115164,10970,557070,193654,E02004469
10971,102041,10971,533785,193650,E02000303
10972,139562,10972,526478,193650,E02000031
10973,145993,10973,546983,193646,E02004542
10974,101312,10974,526761,193616,E02000031
10975,101313,10975,526761,193616,E02000031
10976,126317,10976,409891,193608,E02006644
10977,126345,10977,398778,193584,E02006645
10978,133756,10978,488556,193576,E02003706
10979,101321,10979,526280,193561,E02000035
10980,123222,10980,431893,193520,E02005986
10981,114813,10981,574377,193502,E02004429
10982,101271,10982,521053,193499,E02000030
10983,115018,10983,560520,193497,E02004471
10984,101278,10984,520747,193496,E02000030
10985,146868,10985,529728,193491,E02000304
10986,110214,10986,498849,193468,E02003685
10987,117447,10987,505647,193461,E02004966
10988,110261,10988,489468,193452,E02003709
10989,117166,10989,512423,193443,E02004965
10990,101340,10990,519803,193439,E02000037
10991,144905,10991,511458,193422,E02004963
10992,101989,10992,532811,193418,E02000302
10993,137381,10993,584460,193400,E02004565
10994,146185,10994,551162,193382,E02000466
10995,145142,10995,515107,193372,E02000433
10996,137964,10996,486547,193337,E02003703
10997,143198,10997,533311,193331,E02000303
10998,123199,10998,459794,193304,E02005964
10999,123159,10999,434381,193273,E02005986
11000,117465,11000,511064,193264,E02004967
11001,114946,11001,568142,193247,E02004432
11002,115039,11002,568177,193240,E02004427
11003,101298,11003,525135,193224,E02000035
11004,102039,11004,530216,193218,E02000304
11005,147179,11005,538813,193202,E02000897
11006,110287,11006,498812,193190,E02003685
11007,110324,11007,487906,193181,E02003705
11008,110289,11008,485262,193114,E02003710
11009,145049,11009,574682,193028,E02004431
11010,109180,11010,370116,193018,E02003092
11011,115734,11011,375573,193011,E02004665
11012,144906,11012,511421,193009,E02004967
11013,147282,11013,569070,193006,E02004432
11014,115739,11014,376088,192961,E02004665
11015,142664,11015,441109,192938,E02005984
11016,126253,11016,419821,192881,E02003212
11017,141734,11017,537731,192879,E02000899
11018,117245,11018,509573,192878,E02004966
11019,126319,11019,395497,192876,E02006645
11020,146935,11020,534303,192871,E02000306
11021,102831,11021,540456,192807,E02000751
11022,110463,11022,486148,192794,E02003710
11023,146946,11023,534451,192789,E02000306
11024,101326,11024,522534,192785,E02000040
11025,146181,11025,583330,192784,E02004565
11026,110460,11026,478357,192775,E02003702
11027,102844,11027,540248,192755,E02000751
11028,110464,11028,475770,192723,E02003702
11029,131579,11029,573762,192700,E02004429
11030,132142,11030,558677,192697,E02004470
11031,134929,11031,516480,192697,E02000433
11032,145772,11032,571911,192684,E02004432
11033,101996,11033,531435,192682,E02000311
11034,101997,11034,531435,192682,E02000311
11035,103032,11035,536921,192595,E02000899
11036,110522,11036,484429,192593,E02003708
11037,141549,11037,555266,192587,E02000465
11038,117194,11038,511983,192560,E02004965
11039,146941,11039,449803,192558,E02005987
11040,101286,11040,528107,192524,E02000038
11041,102837,11041,546421,192504,E02000752
11042,101334,11042,523095,192498,E02000040
11043,101319,11043,527783,192497,E02000038
11044,141577,11044,555019,192476,E02000465
11045,101325,11045,528581,192454,E02000033
11046,136402,11046,519756,192430,E02000041
11047,110260,11047,483945,192429,E02003707
11048,115090,11048,579815,192428,E02004568
11049,140022,11049,549795,192411,E02000468
11050,102040,11050,529136,192398,E02000308
11051,142966,11051,554152,192388,E02000464
11052,142609,11052,488399,192380,E02003711
11053,101296,11053,526149,192370,E02000042
11054,140818,11054,554091,192337,E02000464
11055,131806,11055,575056,192324,E02004431
11056,146681,11056,540020,192313,E02000897
11057,137365,11057,420404,192301,E02003212
11058,140657,11058,517981,192291,E02000434
11059,131407,11059,532141,192284,E02000311
11060,117193,11060,511303,192252,E02004967
11061,146882,11061,534346,192236,E02000309
11062,146662,11062,526504,192220,E02000042
11063,101280,11063,524584,192216,E02000040
11064,101992,11064,529140,192210,E02000308
11065,139935,11065,372103,192208,E02003092
11066,143201,11066,529879,192208,E02000312
11067,101376,11067,520922,192197,E02000044
11068,130343,11068,537822,192180,E02000899
11069,137460,11069,420146,192179,E02003212
11070,102795,11070,545550,192178,E02000753
11071,117266,11071,503033,192148,E02004964
11072,133312,11072,575713,192122,E02004430
11073,146900,11073,532854,192121,E02000311
11074,114936,11074,580603,192111,E02004567
11075,136938,11075,522029,192076,E02000039
11076,115042,11076,559411,192073,E02004471
11077,141017,11077,535059,192064,E02000309
11078,115529,11078,374674,192038,E02004665
11079,109169,11079,360919,192028,E02003093
11080,114932,11080,544617,191997,E02004543
11081,145991,11081,544617,191997,E02004543
11082,102032,11082,533972,191952,E02006793
11083,102026,11083,531297,191945,E02000311
11084,102332,11084,553024,191942,E02000469
11085,102333,11085,553024,191942,E02000469
11086,102006,11086,531249,191940,E02000311
11087,101274,11087,520522,191904,E02000036
11088,139489,11088,520522,191904,E02000036
11089,137405,11089,584096,191888,E02004565
11090,110320,11090,480932,191813,E02003712
11091,110241,11091,497589,191805,E02003685
11092,123160,11092,446726,191795,E02005987
11093,147507,11093,461554,191789,E02005968
11094,147180,11094,536931,191785,E02000900
11095,145045,11095,541627,191783,E02000755
11096,103059,11096,538751,191778,E02000901
11097,101342,11097,520712,191769,E02000044
11098,102322,11098,554608,191769,E02000465
11099,110234,11099,488616,191766,E02003711
11100,102418,11100,508306,191749,E02000494
11101,102838,11101,546040,191731,E02000752
11102,141209,11102,533838,191709,E02006794
11103,102414,11103,509709,191703,E02000494
11104,101294,11104,525719,191679,E02000042
11105,101295,11105,525719,191679,E02000042
11106,103069,11106,539165,191657,E02000901
11107,144653,11107,526931,191657,E02000045
11108,115154,11108,562516,191653,E02004472
11109,140601,11109,524310,191639,E02000040
11110,102187,11110,512522,191622,E02000436
11111,102325,11111,552977,191609,E02000469
11112,145996,11112,579049,191597,E02004568
11113,102087,11113,532986,191555,E02000402
11114,147062,11114,486922,191553,E02003710
11115,101277,11115,519523,191548,E02000041
11116,102150,11116,529363,191548,E02000400
11117,102317,11117,553971,191548,E02000467
11118,143383,11118,538136,191542,E02000902
11119,139164,11119,496501,191516,E02003685
11120,114879,11120,587003,191476,E02004569
11121,102291,11121,549988,191473,E02000468
11122,102830,11122,542424,191453,E02000755
11123,101275,11123,523053,191451,E02000040
11124,134677,11124,521082,191423,E02000044
11125,141170,11125,587004,191417,E02004569
11126,110360,11126,500809,191408,E02003686
11127,131970,11127,521550,191400,E02000044
11128,137979,11128,484924,191396,E02003712
11129,123197,11129,464526,191392,E02005968
11130,102080,11130,530010,191371,E02000400
11131,102081,11131,530010,191371,E02000400
11132,145110,11132,580164,191367,E02004568
11133,115012,11133,581054,191325,E02004567
11134,131359,11134,520316,191325,E02000047
11135,115507,11135,382123,191317,E02004625
11136,142114,11136,519953,191285,E02000047
11137,141715,11137,587556,191268,E02004566
11138,131316,11138,517594,191239,E02000440
11139,102278,11139,555322,191230,E02000470
11140,102125,11140,534398,191220,E02000398
11141,101285,11141,528626,191205,E02000045
11142,123178,11142,448240,191204,E02005987
11143,110269,11143,499272,191193,E02003687
11144,145997,11144,587088,191192,E02004569
11145,102215,11145,515645,191154,E02000437
11146,102143,11146,533829,191113,E02006794
11147,139177,11147,534199,191111,E02006794
11148,102214,11148,517199,191102,E02000440
11149,139176,11149,534195,191095,E02006794
11150,102149,11150,533835,191076,E02006794
11151,102434,11151,510151,191063,E02000494
11152,102435,11152,510151,191063,E02000494
11153,131478,11153,531072,191060,E02000403
11154,102802,11154,544192,191047,E02000756
11155,139750,11155,452651,191043,E02005966
11156,110459,11156,494473,191035,E02003688
11157,141748,11157,536958,190990,E02000903
11158,144568,11158,458207,190984,E02005969
11159,102094,11159,533638,190953,E02006794
11160,101331,11160,526420,190952,E02000050
11161,101323,11161,524746,190949,E02000048
11162,101270,11162,528083,190944,E02000045
11163,136726,11163,499859,190931,E02003686
11164,130978,11164,364041,190923,E02003090
11165,101283,11165,520791,190910,E02000044
11166,123028,11166,463743,190909,E02005968
11167,135211,11167,514232,190906,E02000438
11168,140283,11168,427250,190905,E02006886
11169,138589,11169,530587,190903,E02000397
11170,141173,11170,550966,190881,E02000471
11171,141299,11171,550966,190881,E02000471
11172,138688,11172,519166,190876,E02000439
11173,110524,11173,489658,190872,E02003711
11174,102231,11174,514022,190858,E02000438
11175,102331,11175,549636,190807,E02000468
11176,102128,11176,529205,190797,E02000405
11177,126379,11177,402553,190792,E02006647
11178,133935,11178,540188,190783,E02000757
11179,102188,11179,518642,190777,E02000439
11180,131879,11180,533204,190768,E02000402
11181,136362,11181,536753,190767,E02000903
11182,141656,11182,589460,190765,E02004566
11183,101330,11183,520591,190759,E02000047
11184,133936,11184,540381,190689,E02000757
11185,139259,11185,537656,190679,E02000902
11186,101290,11186,526076,190672,E02000050
11187,103052,11187,537672,190662,E02000902
11188,103060,11188,538521,190659,E02000904
11189,140747,11189,587278,190645,E02004569
11190,131577,11190,511186,190637,E02000441
11191,139175,11191,530749,190633,E02000403
11192,101299,11192,526318,190626,E02000050
11193,140474,11193,440368,190625,E02005988
11194,147093,11194,412929,190597,E02003219
11195,139317,11195,536198,190596,E02000903
11196,139543,11196,580393,190595,E02004570
11197,138446,11197,534536,190592,E02000411
11198,131595,11198,532029,190582,E02000404
11199,109263,11199,363499,190579,E02003090
11200,101339,11200,521926,190575,E02000049
11201,102381,11201,505112,190547,E02000496
11202,102805,11202,543461,190547,E02000758
11203,102382,11203,505050,190544,E02000496
11204,101258,11204,520286,190526,E02000047
