,URN,zonei,east,north,MSOA
0,122271,0,399166,654722,E02005706
1,122282,1,399596,653494,E02005706
2,122309,2,399371,652516,E02005706
3,122186,3,399244,652391,E02005706
4,122185,4,400552,651610,E02005706
5,122187,5,399557,651322,E02005707
6,122248,6,400505,649276,E02005707
7,135064,7,390023,647179,E02005707
8,122294,8,412476,642007,E02005707
9,131221,9,401555,639679,E02005708
10,122291,10,394792,637460,E02005708
11,122244,11,410541,633734,E02005708
12,122214,12,421562,631560,E02005708
13,122236,13,399807,627900,E02005708
14,122289,14,417607,625333,E02005708
15,122290,15,423115,622695,E02005702
16,122188,16,404632,616338,E02005708
17,122277,17,424473,615301,E02005702
18,122280,18,418219,613341,E02005703
19,122305,19,419387,612909,E02005703
20,122172,20,418814,612853,E02005703
21,122279,21,406638,611901,E02005705
22,122264,22,423787,611105,E02005702
23,122238,23,420447,608448,E02005704
24,122301,24,424704,605235,E02005704
25,145638,25,393495,604713,E02005705
26,122173,26,427241,604399,E02005704
27,122174,27,426350,604107,E02005704
28,122240,28,416404,603956,E02005704
29,145637,29,403184,602350,E02005705
30,122221,30,405801,601948,E02005705
31,122196,31,424528,601252,E02005720
32,122273,32,418472,600781,E02005704
33,122197,33,425425,599155,E02005720
34,122283,34,414774,594532,E02005722
35,135634,35,424285,593858,E02005720
36,122215,36,387470,593760,E02005727
37,122233,37,363240,593225,E02005727
38,122299,38,418887,592368,E02005722
39,122198,39,428107,592039,E02005720
40,122199,40,426366,591368,E02005720
41,122216,41,422735,587691,E02005721
42,122239,42,426441,587536,E02005737
43,131021,43,427711,587441,E02005735
44,122226,44,379417,587432,E02005727
45,122307,45,428667,587193,E02005736
46,122190,46,389193,586937,E02005727
47,122297,47,418756,586672,E02005724
48,122312,48,419671,585998,E02005723
49,122247,49,425942,585990,E02005739
50,122232,50,402411,585856,E02005722
51,122178,51,427122,585655,E02005739
52,144181,52,419208,585651,E02005723
53,122243,53,425867,585381,E02005739
54,147820,54,420917,585095,E02005723
55,122210,55,420116,584555,E02005724
56,122180,56,425512,584276,E02005739
57,122179,57,430464,583857,E02005740
58,122183,58,384365,583118,E02005727
59,122177,59,427636,583092,E02005740
60,122181,60,427196,582225,E02005740
61,122176,61,425437,582036,E02005741
62,139756,62,429922,581995,E02005709
63,122308,63,425353,581992,E02005741
64,122281,64,426261,581877,E02005741
65,122254,65,428644,581593,E02005712
66,146544,66,430403,581532,E02005711
67,122302,67,413051,581243,E02005722
68,122304,68,430808,581197,E02005710
69,146545,69,431338,580977,E02005710
70,122261,70,430139,580047,E02005712
71,122258,71,429625,579794,E02005712
72,122228,72,420961,579491,E02005722
73,145779,73,410168,578875,E02005722
74,122269,74,426384,578233,E02005714
75,122191,75,427046,578156,E02005714
76,122266,76,426758,577981,E02005716
77,138257,77,427452,577666,E02005716
78,112103,78,352090,577361,E02003987
79,122194,79,426665,577339,E02005716
80,122300,80,386098,576820,E02005727
81,122224,81,430563,576768,E02005717
82,122193,82,425323,576751,E02005715
83,122268,83,426340,576280,E02005715
84,122234,84,433837,576132,E02005717
85,141832,85,426686,575924,E02005718
86,134473,86,426830,575327,E02005718
87,122223,87,429922,575241,E02005719
88,122195,88,431693,574784,E02005717
89,122225,89,428603,574412,E02005719
90,108611,90,426385,573693,E02001739
91,108600,91,434312,573595,E02001738
92,122272,92,391659,573358,E02005727
93,108437,93,421091,573258,E02001708
94,145784,94,416267,573210,E02005725
95,108590,95,434916,573197,E02001740
96,145780,96,416189,573193,E02005725
97,108585,97,433895,572912,E02001738
98,108609,98,424376,572843,E02001741
99,108589,99,435336,572634,E02001746
100,108612,100,427072,572382,E02001745
101,108610,101,423763,572364,E02001741
102,108580,102,430081,572133,E02001744
103,122202,103,407994,572023,E02005726
104,108588,104,432654,571984,E02001744
105,108583,105,436268,571908,E02001743
106,112259,106,347239,571840,E02003987
107,108587,107,427393,571672,E02001745
108,108586,108,427997,571590,E02001739
109,108584,109,434356,571526,E02001746
110,145781,110,415291,571410,E02005725
111,108591,111,433755,571390,E02001746
112,138576,112,427225,571377,E02001745
113,108622,113,434277,571103,E02001750
114,108569,114,436259,571098,E02001747
115,108579,115,431466,571055,E02001748
116,122295,116,391952,571038,E02005733
117,108618,117,435332,570925,E02001747
118,135286,118,422996,570751,E02001708
119,108582,119,427415,570572,E02001751
120,108581,120,430335,570536,E02001755
121,108578,121,434459,570384,E02001750
122,108576,122,435641,570364,E02001750
123,108620,123,427962,570303,E02001749
124,108605,124,427920,570146,E02001749
125,108606,125,428437,569903,E02001751
126,108607,126,433067,569817,E02001752
127,108577,127,434214,569559,E02001757
128,108604,128,427327,569417,E02001756
129,108442,129,424559,569326,E02001709
130,108443,130,424559,569326,E02001709
131,108573,131,435628,569257,E02001754
132,143268,132,422619,569255,E02001710
133,108497,133,424574,569215,E02001709
134,132141,134,431289,569039,E02001758
135,143270,135,421021,568985,E02001708
136,143116,136,338265,568876,E02003987
137,108444,137,423882,568860,E02001709
138,108615,138,427309,568845,E02001756
139,108621,139,427274,568826,E02001756
140,108440,140,423302,568788,E02001710
141,108614,141,435483,568731,E02001759
142,108496,142,423969,568648,E02001709
143,108574,143,435047,568640,E02001759
144,108603,144,426854,568581,E02001756
145,108495,145,425080,568383,E02001712
146,108602,146,434015,568375,E02001760
147,108595,147,430893,568360,E02001761
148,108616,148,435168,568231,E02001759
149,108454,149,419586,568192,E02001711
150,108438,150,424095,568136,E02001713
151,108624,151,429856,568061,E02001761
152,108617,152,434126,568024,E02001760
153,143269,153,422437,568021,E02001715
154,108623,154,431788,567973,E02001763
155,108506,155,422001,567965,E02001715
156,108594,156,429350,567955,E02001762
157,143267,157,421555,567940,E02001715
158,112256,158,355358,567904,E02003988
159,108599,159,428915,567889,E02001762
160,108459,160,426955,567875,E02001714
161,108668,161,436381,567833,E02001768
162,108571,162,434973,567812,E02001764
163,122298,163,388069,567810,E02005733
164,143271,164,420275,567782,E02001711
165,108498,165,419868,567623,E02001711
166,108575,166,434550,567590,E02001764
167,108439,167,425118,567576,E02001712
168,108608,168,432274,567400,E02001763
169,108457,169,419054,567320,E02006893
170,143272,170,420228,567294,E02001711
171,108465,171,426490,567245,E02001714
172,143273,172,423032,567209,E02001713
173,108675,173,436787,567157,E02001768
174,108451,174,418206,567023,E02006893
175,108446,175,415405,566989,E02001721
176,108572,176,433710,566982,E02001764
177,108625,177,429434,566944,E02001767
178,108597,178,432275,566938,E02001765
179,145782,179,413152,566913,E02005726
180,134187,180,437352,566757,E02001768
181,108450,181,417962,566719,E02001722
182,138995,182,420809,566719,E02001718
183,144524,183,419809,566677,E02001722
184,108715,184,436522,566671,E02001769
185,108626,185,431137,566660,E02001765
186,122170,186,393526,566642,E02005730
187,108500,187,416955,566570,E02001721
188,108596,188,430529,566548,E02001766
189,133384,189,429340,566498,E02001767
190,108501,190,418689,566453,E02001722
191,140788,191,421177,566439,E02001718
192,144559,192,416954,566420,E02001721
193,122222,193,395782,566384,E02005732
194,108475,194,427144,566379,E02001725
195,108449,195,418775,566364,E02001722
196,131203,196,425136,566349,E02001720
197,138159,197,363110,566199,E02003988
198,108672,198,436401,566047,E02001769
199,108503,199,421376,565977,E02001723
200,108592,200,429690,565935,E02001767
201,134230,201,438458,565818,E02001771
202,108447,202,416773,565717,E02001721
203,108513,203,426830,565636,E02001730
204,108463,204,427111,565566,E02001725
205,108507,205,426042,565547,E02001724
206,144273,206,428342,565537,E02001727
207,145624,207,421889,565447,E02001726
208,112420,208,344282,565431,E02003987
209,108716,209,438184,565368,E02001773
210,108695,210,433160,565366,E02001774
211,108673,211,436916,565267,E02001772
212,143266,212,420977,565265,E02001726
213,122284,213,366040,565245,E02005728
214,108515,214,428906,565221,E02001733
215,108711,215,431931,565197,E02001776
216,108468,216,419614,565124,E02001732
217,108719,217,431076,565094,E02001776
218,108720,218,431052,565086,E02001776
219,108725,219,433120,565065,E02001774
220,108676,220,436108,565020,E02001778
221,108505,221,419999,564999,E02001732
222,146911,222,411891,564983,E02005729
223,108491,223,426291,564971,E02001730
224,108685,224,436477,564911,E02001772
225,108487,225,422523,564902,E02001729
226,108453,226,419116,564867,E02001728
227,122287,227,399366,564769,E02005732
228,108492,228,423419,564755,E02001731
229,108456,229,418649,564728,E02001728
230,136178,230,438344,564710,E02001775
231,133680,231,432973,564701,E02001774
232,108717,232,435920,564633,E02001778
233,108493,233,425532,564589,E02001730
234,108509,234,427345,564573,E02001733
235,144272,235,429418,564476,E02001735
236,108499,236,418944,564446,E02001728
237,144970,237,423336,564439,E02001729
238,108458,238,426970,564376,E02001733
239,122276,239,376481,564340,E02005728
240,108461,240,421961,564327,E02001736
241,138577,241,427875,564317,E02001733
242,108355,242,414307,564254,E02001683
243,146372,243,370262,564245,E02005728
244,122242,244,393281,564217,E02005730
245,108352,245,414465,564161,E02001683
246,108466,246,420987,564102,E02001734
247,145412,247,384340,564101,E02005733
248,108700,248,434903,564092,E02001779
249,108366,249,416314,563998,E02001682
250,139124,250,437586,563984,E02001780
251,108502,251,423790,563957,E02001731
252,136163,252,431586,563921,E02001782
253,108508,253,421442,563919,E02001734
254,108392,254,417154,563918,E02001682
255,108510,255,423997,563905,E02001731
256,138212,256,421604,563889,E02001734
257,122311,257,393323,563874,E02005730
258,112254,258,355879,563872,E02003988
259,108460,259,423357,563851,E02001731
260,141160,260,435730,563824,E02001783
261,139729,261,421923,563821,E02001734
262,108339,262,413709,563753,E02001683
263,138025,263,434794,563689,E02001781
264,108693,264,432296,563675,E02001782
265,108723,265,431552,563638,E02001782
266,122203,266,394408,563638,E02005730
267,108694,267,432805,563634,E02001784
268,144269,268,429396,563630,E02001737
269,108514,269,428115,563628,E02001737
270,144270,270,428565,563627,E02001737
271,108476,271,422178,563626,E02001734
272,108678,272,435644,563547,E02001783
273,108698,273,434001,563542,E02001781
274,139314,274,435110,563527,E02001779
275,146931,275,408221,563480,E02005729
276,144971,276,423163,563426,E02001736
277,147102,277,433977,563309,E02001781
278,143543,278,410241,563302,E02005731
279,108390,279,413787,563296,E02001683
280,108349,280,418344,563259,E02001686
281,108718,281,436744,563255,E02001786
282,108704,282,430837,563239,E02001782
283,108687,283,440624,563161,E02001785
284,108682,284,435416,563098,E02001783
285,108395,285,418041,563019,E02001686
286,146924,286,408726,562941,E02005731
287,108721,287,432525,562929,E02001784
288,144180,288,409234,562839,E02005731
289,141828,289,409319,562668,E02005731
290,108357,290,429795,562629,E02001684
291,112414,291,322064,562626,E02003966
292,108383,292,425517,562610,E02006841
293,108400,293,426881,562582,E02001684
294,108327,294,426833,562578,E02006841
295,135842,295,436497,562569,E02001786
296,112300,296,339561,562480,E02003987
297,138285,297,422887,562480,E02001688
298,108398,298,429203,562389,E02001684
299,108724,299,432991,562362,E02001787
300,140924,300,437967,562306,E02001789
301,108699,301,433554,562273,E02001787
302,108706,302,432749,562206,E02001787
303,108359,303,427692,562179,E02001693
304,132145,304,424278,562161,E02001689
305,108326,305,425841,562067,E02006842
306,108686,306,433954,562067,E02001788
307,108380,307,425388,562061,E02001691
308,108368,308,424787,562044,E02001689
309,146937,309,407322,562025,E02005729
310,108348,310,413786,562015,E02001683
311,108394,311,423339,561932,E02001688
312,112258,312,335962,561886,E02003987
313,108346,313,417285,561869,E02001685
314,131917,314,440211,561867,E02001785
315,108342,315,420781,561851,E02001690
316,131466,316,418165,561834,E02001685
317,108371,317,429517,561812,E02001696
318,108361,318,428379,561758,E02001693
319,108358,319,427356,561655,E02001693
320,108382,320,425014,561653,E02001691
321,108338,321,422365,561639,E02001694
322,108323,322,425060,561609,E02001691
323,146860,323,405782,561577,E02005732
324,112113,324,349808,561547,E02003993
325,108701,325,435443,561483,E02001790
326,108350,326,420478,561448,E02001690
327,108692,327,436491,561377,E02001790
328,108321,328,426744,561366,E02001692
329,112405,329,353029,561329,E02003988
330,122285,330,401790,561256,E02005732
331,108396,331,421334,561239,E02001690
332,108688,332,436533,561232,E02001790
333,108360,333,429632,561174,E02001696
334,108375,334,428623,561093,E02001699
335,108362,335,430070,560963,E02001695
336,108374,336,427828,560885,E02001699
337,108385,337,426002,560839,E02001697
338,108399,338,429013,560760,E02001696
339,108378,339,419991,560595,E02001698
340,108369,340,423306,560562,E02001700
341,108356,341,421360,560553,E02001700
342,108786,342,439491,560291,E02001791
343,131106,343,425930,560273,E02001697
344,108372,344,426453,560240,E02001697
345,108381,345,419953,560145,E02001698
346,108376,346,429126,560102,E02001699
347,108330,347,427397,559926,E02001702
348,108363,348,419970,559880,E02001698
349,108763,349,440111,559785,E02001792
350,139026,350,440111,559785,E02001792
351,108844,351,435271,559781,E02001793
352,112417,352,357944,559673,E02003988
353,136486,353,434739,559613,E02001793
354,138896,354,344772,559595,E02003993
355,108783,355,437572,559568,E02001794
356,108340,356,413917,559478,E02001705
357,108329,357,425575,559435,E02001701
358,136487,358,434870,559370,E02001793
359,108332,359,425578,559316,E02001701
360,108379,360,427835,559271,E02001702
361,108384,361,427436,559257,E02001702
362,112250,362,340931,559239,E02003990
363,131081,363,416576,559133,E02001703
364,108842,364,437488,559003,E02001794
365,139425,365,436629,558962,E02001794
366,108837,366,439889,558943,E02001796
367,108832,367,434978,558924,E02001798
368,108769,368,438559,558882,E02001795
369,112106,369,332704,558830,E02003991
370,137463,370,439783,558771,E02001796
371,131077,371,426298,558725,E02001704
372,147135,372,426634,558669,E02001704
373,112229,373,339162,558561,E02003989
374,108765,374,439253,558514,E02001795
375,112230,375,339181,558493,E02003989
376,108351,376,415556,558478,E02001705
377,108391,377,415556,558478,E02001705
378,147138,378,430868,558415,E02001797
379,144478,379,377755,558349,E02005728
380,108800,380,428766,558252,E02001797
381,144220,381,429902,558196,E02001797
382,131107,382,411790,558135,E02001705
383,108799,383,431192,558025,E02001797
384,108822,384,431744,558025,E02001799
385,108776,385,440165,557953,E02001796
386,108792,386,435706,557929,E02001798
387,122293,387,392765,557826,E02005733
388,122227,388,397620,557784,E02005733
389,112402,389,350743,557711,E02003993
390,140638,390,418741,557448,E02001700
391,131036,391,429991,557185,E02001800
392,141623,392,340102,557168,E02003990
393,146949,393,407376,557151,E02005732
394,108841,394,437963,557136,E02001801
395,139849,395,437862,557076,E02001801
396,143363,396,437944,557048,E02001801
397,108337,397,427402,556908,E02001706
398,114035,398,417106,556853,E02004297
399,144219,399,436644,556780,E02001802
400,112404,400,347341,556778,E02003993
401,138211,401,424624,556749,E02001706
402,108772,402,440235,556709,E02001806
403,144447,403,435352,556704,E02001804
404,108833,404,429091,556627,E02001800
405,147123,405,430857,556569,E02001809
406,112252,406,330957,556468,E02003966
407,108835,407,431643,556380,E02001807
408,108843,408,435879,556347,E02001804
409,134532,409,430577,556245,E02001809
410,147147,410,429394,556218,E02001810
411,112114,411,323030,556155,E02003965
412,108389,412,427130,556097,E02001707
413,108333,413,427779,556053,E02001707
414,144223,414,431342,556026,E02001807
415,140684,415,429381,555992,E02001810
416,141045,416,437966,555969,E02001808
417,108755,417,437891,555940,E02001808
418,112218,418,338316,555923,E02003995
419,112228,419,337469,555912,E02003991
420,122171,420,383966,555907,E02005733
421,144221,421,440557,555855,E02001806
422,147114,422,339073,555831,E02003994
423,108816,423,430672,555791,E02001809
424,108840,424,438795,555736,E02001812
425,108819,425,438472,555731,E02001812
426,108757,426,436750,555662,E02001805
427,112370,427,342119,555649,E02003990
428,108388,428,427283,555534,E02001707
429,112219,429,341131,555513,E02003992
430,112369,430,338537,555495,E02003995
431,137653,431,354328,555461,E02003993
432,138534,432,429067,555436,E02001810
433,114214,433,410407,555404,E02004298
434,108838,434,436549,555385,E02001811
435,112403,435,343742,555373,E02003990
436,141995,436,337035,555305,E02003991
437,112231,437,340968,555289,E02003996
438,108817,438,429572,555245,E02001810
439,108758,439,440806,555086,E02001814
440,139389,440,438004,554973,E02001813
441,108766,441,435530,554952,E02001811
442,144224,442,439874,554866,E02001812
443,112242,443,339776,554846,E02003996
444,108336,444,427812,554837,E02001707
445,137860,445,347514,554633,E02003993
446,112224,446,338415,554605,E02003994
447,112226,447,338312,554605,E02003994
448,144222,448,439669,554556,E02001812
449,147518,449,412038,554484,E02004298
450,108373,450,427658,554480,E02001707
451,142997,451,431009,554460,E02001815
452,131177,452,342948,554444,E02003997
453,108828,453,436845,554436,E02001813
454,144658,454,425558,554423,E02004290
455,133727,455,340686,554387,E02003996
456,112216,456,342169,554295,E02003997
457,112217,457,342079,554232,E02003997
458,131545,458,418241,554175,E02004300
459,114244,459,425692,554137,E02004290
460,138976,460,436341,554084,E02001813
461,112235,461,311227,554016,E02003965
462,112371,462,340764,553894,E02003998
463,112110,463,332868,553889,E02003991
464,108818,464,428878,553783,E02001815
465,141997,465,420257,553779,E02004299
466,139103,466,436940,553728,E02001816
467,114246,467,416128,553677,E02004300
468,112243,468,340880,553666,E02003998
469,139391,469,432588,553657,E02001820
470,114022,470,415356,553591,E02004300
471,112220,471,341828,553461,E02003998
472,143414,472,438621,553414,E02001817
473,143415,473,438621,553414,E02001817
474,108846,474,438772,553406,E02001817
475,114021,475,421695,553378,E02004299
476,134078,476,425556,553284,E02004291
477,112107,477,338962,553276,E02003999
478,108787,478,440447,553203,E02001818
479,140928,479,440447,553203,E02001818
480,140700,480,432611,553202,E02001820
481,147139,481,432334,553115,E02001820
482,114026,482,420402,553110,E02004299
483,138331,483,436148,553092,E02001819
484,114245,484,419565,553033,E02004299
485,112309,485,329576,552991,E02003966
486,114038,486,409696,552985,E02004298
487,108845,487,440753,552887,E02001818
488,114004,488,422960,552850,E02004291
489,112108,489,345348,552689,E02003993
490,108836,490,440593,552570,E02001818
491,108826,491,432703,552524,E02001820
492,108784,492,438226,552521,E02001817
493,114208,493,424203,552474,E02004291
494,114033,494,420582,552372,E02004301
495,137831,495,436959,552316,E02001819
496,143584,496,419468,552148,E02004301
497,145040,497,419487,552057,E02004301
498,114213,498,426741,552041,E02004292
499,114045,499,409519,551995,E02004298
500,114023,500,416281,551893,E02004300
501,114253,501,413068,551793,E02004304
502,114247,502,419675,551699,E02004302
503,114024,503,417081,551448,E02004302
504,114248,504,409233,551430,E02004305
505,114018,505,431194,551417,E02004295
506,114039,506,412541,551394,E02004304
507,145983,507,420328,551391,E02004301
508,114051,508,411404,551353,E02004303
509,114025,509,416901,551310,E02004302
510,143585,510,419166,551249,E02004302
511,114012,511,427567,551231,E02004294
512,114250,512,410945,551216,E02004303
513,114052,513,411037,551065,E02004303
514,140584,514,433574,551041,E02001823
515,114209,515,426802,551024,E02004293
516,114242,516,427737,550911,E02004294
517,131233,517,426933,550825,E02004293
518,112249,518,317135,550793,E02003967
519,114008,519,427627,550469,E02004294
520,114009,520,431246,550437,E02004295
521,112246,521,337020,550337,E02003999
522,114046,522,409276,550276,E02004305
523,142996,523,433478,550274,E02001823
524,138826,524,440760,550129,E02004320
525,114249,525,409156,550108,E02004305
526,112123,526,332843,550022,E02003966
527,112122,527,340251,549920,E02003999
528,143524,528,432267,549917,E02001823
529,114235,529,440680,549832,E02004320
530,114047,530,411618,549783,E02004304
531,114236,531,442427,549727,E02004321
532,108830,532,434347,549628,E02001824
533,114003,533,429420,549549,E02004295
534,113998,534,440521,549515,E02004320
535,143493,535,434981,549470,E02001824
536,114050,536,408201,549318,E02004305
537,114002,537,429608,549257,E02004295
538,114001,538,423757,549252,E02004296
539,134657,539,442454,549167,E02004321
540,147131,540,433960,549121,E02001824
541,113993,541,443126,548996,E02004321
542,147397,542,343459,548961,E02003999
543,129823,543,441356,548900,E02004322
544,112310,544,325926,548753,E02003965
545,114043,545,407954,548713,E02004305
546,138213,546,435309,548677,E02001825
547,112125,547,325539,548177,E02003965
548,114041,548,418907,547966,E02004306
549,112126,549,325458,547849,E02003965
550,114005,550,425728,547780,E02004296
551,108794,551,433392,547755,E02001825
552,114255,552,416325,547747,E02004306
553,131168,553,416456,547687,E02004306
554,112306,554,331579,547579,E02003966
555,114243,555,423896,547508,E02004296
556,138633,556,439505,547256,E02004323
557,108803,557,434892,547070,E02001825
558,112112,558,310464,547063,E02003967
559,144953,559,424013,546882,E02004296
560,114276,560,439215,546876,E02004323
561,144225,561,435369,546876,E02001826
562,112102,562,350453,546579,E02004009
563,114128,563,431618,546449,E02004311
564,112101,564,371823,546333,E02004008
565,108795,565,436541,545971,E02001826
566,114122,566,423376,545797,E02004310
567,112257,567,337788,545464,E02003999
568,130312,568,428202,545370,E02004308
569,141999,569,437955,545053,E02004323
570,114271,570,427072,544934,E02004308
571,114274,571,427430,544783,E02004309
572,114134,572,427457,544734,E02004309
573,130940,573,426647,544704,E02004309
574,114193,574,421165,544702,E02004307
575,112245,575,323748,544336,E02003966
576,112248,576,347627,544252,E02004009
577,112308,577,313514,544142,E02003967
578,114251,578,419719,544071,E02004307
579,114125,579,432896,544049,E02004311
580,114252,580,419645,543983,E02004307
581,114139,581,431076,543853,E02004312
582,112116,582,377745,543845,E02004008
583,114210,583,442597,543786,E02004325
584,112303,584,342199,543639,E02004009
585,114227,585,430490,543494,E02004312
586,114129,586,423851,543492,E02004310
587,114231,587,441299,543420,E02004324
588,114275,588,430860,543334,E02004312
589,112100,589,308252,543298,E02003967
590,114211,590,429240,543218,E02004313
591,114063,591,393661,542906,E02004348
592,114270,592,429395,542870,E02004313
593,114273,593,429279,542770,E02004313
594,114127,594,432108,542616,E02004311
595,114272,595,423089,542615,E02004316
596,123350,596,423021,542569,E02004316
597,114140,597,429021,542432,E02004313
598,114281,598,443644,542273,E02004325
599,112127,599,315008,542042,E02003967
600,114230,600,426663,541983,E02004315
601,114130,601,426070,541959,E02004315
602,114269,602,419369,541924,E02004316
603,114228,603,427634,541870,E02004314
604,112104,604,317879,541564,E02003967
605,114119,605,422623,541514,E02004316
606,138554,606,442040,541513,E02004328
607,114154,607,442031,541496,E02004328
608,114138,608,418847,541431,E02004316
609,114278,609,438617,541350,E02004326
610,112253,610,355489,541348,E02004008
611,114126,611,435973,541322,E02004311
612,133701,612,443458,541301,E02004325
613,114152,613,439406,541228,E02004326
614,114150,614,444497,541055,E02004327
615,114197,615,444625,540861,E02004327
616,114120,616,425156,540637,E02004315
617,114198,617,441677,540620,E02004328
618,112138,618,311980,540518,E02003967
619,147108,619,442357,540495,E02004328
620,141998,620,443913,540447,E02004330
621,112301,621,346700,540288,E02004009
622,114229,622,429692,540150,E02004318
623,114268,623,424964,540090,E02004315
624,114146,624,436448,539978,E02004331
625,141711,625,355091,539817,E02004009
626,135838,626,441841,539644,E02004329
627,114065,627,385665,539626,E02004348
628,112238,628,332109,539563,E02003966
629,135207,629,424014,539543,E02004317
630,114201,630,445582,539522,E02004330
631,147814,631,399211,539491,E02004348
632,114283,632,412165,539392,E02004349
633,114280,633,445900,539278,E02004330
634,112332,634,318019,539245,E02003967
635,140359,635,424746,539161,E02004315
636,114277,636,437542,539095,E02004331
637,112275,637,314542,538999,E02003967
638,114147,638,437404,538838,E02004331
639,112251,639,323776,538794,E02003966
640,114055,640,411992,538478,E02004349
641,114143,641,444322,538209,E02004332
642,114087,642,430704,538181,E02004318
643,114059,643,416896,538103,E02004350
644,114064,644,388481,538082,E02004348
645,112273,645,307197,538078,E02003968
646,114075,646,433989,537741,E02004319
647,114068,647,407872,537572,E02004348
648,114058,648,415940,537314,E02004350
649,112120,649,349758,537119,E02004009
650,114279,650,440097,537108,E02004332
651,112274,651,303950,537072,E02003968
652,114149,652,440043,537022,E02004332
653,114062,653,402206,536535,E02004348
654,114144,654,437885,536503,E02004331
655,114081,655,434140,536477,E02004319
656,114232,656,442336,536182,E02004332
657,112137,657,304199,536105,E02003968
658,137602,658,306961,536031,E02003968
659,138557,659,426615,535960,E02004333
660,145429,660,416009,535930,E02004349
661,112134,661,304301,535890,E02003968
662,112132,662,303404,535860,E02003968
663,146856,663,448859,535834,E02002483
664,112136,664,303992,535791,E02003969
665,114256,665,416820,535787,E02004350
666,112337,666,303896,535778,E02003969
667,112121,667,343551,535476,E02004009
668,114257,668,419562,535376,E02004350
669,114071,669,436904,535283,E02004334
670,111698,670,449661,535266,E02002484
671,111614,671,448461,535265,E02002483
672,114056,672,416319,535263,E02004350
673,114080,673,431686,535190,E02004319
674,145813,674,446947,535090,E02006909
675,114066,675,419751,535055,E02004350
676,114216,676,420183,534828,E02004351
677,141627,677,449942,534765,E02002484
678,114260,678,426380,534588,E02004333
679,114060,679,418878,534566,E02004351
680,111697,680,452022,534524,E02002484
681,114091,681,425529,534338,E02004333
682,114079,682,431157,534315,E02004336
683,111605,683,452513,534247,E02002484
684,130946,684,425838,534224,E02004333
685,146423,685,302291,534113,E02003969
686,132172,686,426468,534022,E02004335
687,114070,687,421982,534021,E02004337
688,112255,688,356732,533980,E02004008
689,111612,689,449163,533825,E02002485
690,141121,690,425347,533671,E02004337
691,112129,691,305520,533520,E02003969
692,147402,692,437122,533461,E02004334
693,143215,693,449842,533448,E02002488
694,112270,694,310540,533434,E02003970
695,142965,695,450741,533338,E02002485
696,114061,696,416111,533322,E02004349
697,111691,697,449706,533150,E02002488
698,131886,698,425136,533012,E02004337
699,140324,699,429787,532885,E02004336
700,111590,700,450377,532759,E02002487
701,114054,701,419041,532631,E02004354
702,114086,702,428494,532619,E02004335
703,114096,703,429308,532578,E02004336
704,145814,704,445340,532491,E02006909
705,141717,705,448182,532484,E02006909
706,114095,706,436515,532268,E02004334
707,111693,707,451260,532267,E02002489
708,136943,708,451105,532112,E02002489
709,139851,709,449936,531927,E02002488
710,145326,710,322831,531724,E02003966
711,139884,711,450773,531694,E02002490
712,137513,712,307384,531553,E02003970
713,114067,713,414676,531441,E02004348
714,114258,714,433091,531374,E02004339
715,114078,715,430338,531164,E02004338
716,111692,716,450560,531140,E02002490
717,111640,717,449184,531087,E02002491
718,114074,718,426251,531081,E02004337
719,114053,719,411470,531008,E02004345
720,111601,720,449632,531003,E02002491
721,144902,721,450646,530908,E02002492
722,136285,722,301792,530821,E02003972
723,112111,723,344017,530790,E02004012
724,112272,724,312969,530731,E02003971
725,112305,725,351304,530599,E02004011
726,112423,726,352147,530525,E02004010
727,142196,727,311942,530460,E02003970
728,112277,728,301472,530449,E02003972
729,112335,729,311829,530346,E02003970
730,112271,730,307942,530338,E02003970
731,112117,731,351377,530300,E02004010
732,112302,732,361370,530006,E02004008
733,139584,733,448809,529908,E02002494
734,112239,734,304247,529887,E02003975
735,114100,735,386782,529868,E02004346
736,138555,736,424113,529830,E02004351
737,143536,737,300041,529781,E02003972
738,111641,738,449518,529775,E02002492
739,114264,739,424145,529763,E02004351
740,111694,740,449760,529723,E02002492
741,114263,741,417107,529608,E02004354
742,144901,742,452346,529530,E02002493
743,111581,743,450945,529509,E02002492
744,114097,744,420606,529502,E02004353
745,145594,745,428716,529472,E02004338
746,114161,746,435715,529452,E02004339
747,111661,747,448906,529399,E02002494
748,112183,748,365642,529393,E02004013
749,114103,749,418621,529318,E02004354
750,112118,750,351597,529271,E02004011
751,112340,751,300024,528996,E02003972
752,111600,752,449550,528934,E02002494
753,112143,753,299716,528864,E02003973
754,114220,754,420380,528717,E02004353
755,114159,755,435545,528673,E02004339
756,114110,756,421105,528657,E02004355
757,114111,757,421105,528657,E02004355
758,114188,758,421483,528381,E02004352
759,114262,759,420194,528270,E02004355
760,134855,760,422694,528260,E02004352
761,112147,761,300853,528252,E02003974
762,112146,762,300697,528208,E02003974
763,112145,763,299781,528142,E02003973
764,114107,764,416329,528119,E02004345
765,112307,765,348247,528116,E02004012
766,112144,766,299829,527932,E02003974
767,136784,767,310868,527877,E02003971
768,112119,768,342734,527713,E02004012
769,131919,769,420109,527639,E02004355
770,145138,770,351043,527455,E02004011
771,111673,771,449481,527382,E02006909
772,112339,772,300094,527257,E02003974
773,112266,773,361242,527013,E02004013
774,133390,774,299762,526962,E02003974
775,142108,775,441684,526812,E02002539
