Date,OriginalCases
2020-03-15,57.50381311787207
2020-03-16,57.73658956679556
2020-03-17,57.854530036449034
2020-03-18,57.61263111230517
2020-03-19,64.7673522998764
2020-03-20,82.78187873783459
2020-03-21,110.72266022885464
2020-03-22,143.785410989957
2020-03-23,172.49793493002997
2020-03-24,190.50738439255122
2020-03-25,196.24780110533266
2020-03-26,210.35923562096494
2020-03-27,234.59600141131517
2020-03-28,268.95058737798746
2020-03-29,306.2521788575611
2020-03-30,331.86887416501196
2020-03-31,336.2340050014667
2020-04-01,322.81851470979643
2020-04-02,314.534046984468
2020-04-03,324.26523147943084
2020-04-04,350.7419073268068
2020-04-05,387.9055708392826
2020-04-06,422.47744993392786
2020-04-07,444.5254415728402
2020-04-08,453.94154133236134
2020-04-09,451.42803677582174
2020-04-10,433.51206430956
2020-04-11,403.630916205711
2020-04-12,369.80725756935885
2020-04-13,341.73291292492627
2020-04-14,323.73027749373676
2020-04-15,316.4985686346049
2020-04-16,319.8310677427839
2020-04-17,329.70963098057626
2020-04-18,345.19646853928185
2020-04-19,364.0301338566481
2020-04-20,380.7852558189552
2020-04-21,390.45234653246445
2020-04-22,391.69063761797037
2020-04-23,387.04452639845726
2020-04-24,367.98682721961154
2020-04-25,336.72829058773476
2020-04-26,300.86276954165476
2020-04-27,270.0617699819924
2020-04-28,247.470602491079
2020-04-29,232.47367602797252
2020-04-30,220.0259051439749
2020-05-01,197.52177805957828
2020-05-02,170.4929176465409
2020-05-03,144.80943503369764
2020-05-04,125.59590380171767
2020-05-05,114.047810581873
2020-05-06,109.96627552185825
2020-05-07,107.03427821262324
2020-05-08,99.00508532006656
2020-05-09,86.21635887069462
2020-05-10,71.43091051881198
2020-05-11,58.95859813133454
2020-05-12,50.812984261546234
2020-05-13,46.57177787870452
2020-05-14,44.49094726595635
2020-05-15,40.47774138809075
2020-05-16,34.22601723344404
2020-05-17,26.966965472489854
2020-05-18,20.801261143563686
2020-05-19,16.737061305048037
2020-05-20,14.848154161370525
2020-05-21,14.226706213624286
2020-05-22,12.302471537171536
2020-05-23,9.240362665544467
2020-05-24,5.710157231735062
2020-05-25,2.7249690263518693
2020-05-26,0.804680974460903
2020-05-27,0.053130914076807756
2020-05-28,0.059444989353819665
2020-05-29,0.043739465898549594
2020-05-30,0.024696363924523422
2020-05-31,0.010207058550181083
2020-06-01,0.001860819171709123
2020-06-02,0.00015522811082775248
2020-06-03,0.017686548507100098
2020-06-04,0.01939997952331595
2020-06-05,0.014141333837685522
2020-06-06,0.007916443372455059
2020-06-07,0.0032292681020187953
2020-06-08,0.0005820446914272167
2020-06-09,0.00011263716262620155
2020-06-10,0.0001007578364672253
2020-06-11,6.58294201068836e-05
2020-06-12,0.00034826746825934865
2020-06-13,0.0016869527156544565
2020-06-14,0.003995181824904351
2020-06-15,0.0070234219150371755
2020-06-16,0.009449497077866706
2020-06-17,0.008229375127500656
2020-06-18,4.225463397424879e-05
2020-06-19,2.0821815313700033e-05
2020-06-20,3.425203843476091e-06
2020-06-21,1.7096731179578167e-07
2020-06-22,2.1085803479832496e-07
2020-06-23,1.6151521520007774e-07
2020-06-24,9.447241072456528e-08
